Screen title @ Exact,Commercial title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
BS Shin Onigashima (Dai-4-wa)@BS 新・鬼ヶ島 (第4話),,shinonigashima,Japan,1996-10-20,Nintendo,Nintendo,#players:1 #genre:adventure>visualnovel #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,73ef2061e65da04d141a2d86836bfa49,20ed8f6e671b63b022919aa9cb56a116c2078e45,196452a995fa16a90471beb5d3d85218cd9fec5b8cafdaebd7d08b8074f0240b,36611cad25c469f2582fd16e81f14528cd0793fd8d62934da81bb25a374e3d4df74543021a01f1cd8a475b705eeb264cc502cca4fd358621b52a467fbd9db5cc
BS Sim City,BS Sim City: Machi Tsukuri Taikai (Scenario 3)@BS SimCity 街作り大会 (シナリオ3),bssimcity,Japan,1996-08-18,Nintendo,Nintendo,#players:1 #genre:sim>building #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,fd2918585a74ecb34a9f036ff77ec529,5169e468c4a54fb262154859f26a2200d1787bc5,85eef3ed7bb921ce9b805b193bf39e3576e4407772de39dc1a760e937ed55308,b9a5b971f93a0a6b974ac2057df8044ead999b99cde89780467f02c7fd9626ecb77d3847944e754810193ab7f81ff163809dd49cf0c191432534b0c2fa901608
BS Super Mario Collection (Dai-3-shū) (1-13)@BS スーパーマリオコレクション (第3週) (1-13),,supermariocollection,Japan,1998-01-11,Nintendo,Nintendo,#players:1 #genre:action>platformer #addon:online>satellaview #search:feature>mario #port:nintendo>famicom #lang:ja,d9b7237f3317f2722e657e803ef45fc9,dac9c624672e91da42811b64d2ca681cc7034ee2,9906f36f8b5dddcdb31024d8a6191a2fb3808a9278a53289b0045f03127cc540,a67f8599d03b7b6b8f342540bc7ea65bdef2d21c9c1eeade0f22270fd364858265eafc9ef4d94cb1c2a5f149f081c811bf2ca4928ec3a9fcaddcae3e2497b101
BS Super Mario Collection (Dai-3-shū) (3-17)@BS スーパーマリオコレクション (第3週) (3-17),,supermariocollection,Japan,1998-01-11,Nintendo,Nintendo,#players:1 #genre:action>platformer #addon:online>satellaview #search:feature>mario #port:nintendo>famicom #lang:ja,c6cc3a6005d8bf1b24185ea9baa21b68,dc46efaea7fa27f514aa04f21c82f33db0930f13,7447dba68ccafcdedeb282ba92df4fb47a76844294afb861de90364b81f8af27,b0d5ffb61960d0e049a109e672522bcc8e6d71d63268e92e771cd95082881813dcbfe1fafe1f0a95ceb325451abd9383725324e89b9eca7493135ca85fb5d042
BS Super Mario USA: Power Challenge: Atashitachi‚ Super-Katherines (Dai-1-kai)@BS スーパーマリオUSA パワーチャレンジ あたしたち、スーパーキャサリンズ (第1回),,yumekoujoudokidokipanic,Japan,1996-03-31,Nintendo/SRD,Nintendo,#players:1 #genre:action>platformer #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #port:nintendo>famicom #lang:ja,be58760840703a1f1f36b3bfa2e7b108,7dc4d3d2a11f2f4e05d7306053211131b7aa6d9f,39f948b19a6c526dc4b5a78d2a64f31c848ac0a7d58b3f545b5cec18dec64766,aea501900638656bf3ad7ac7b0b8724f1858f76fe22736526f6314948c74453a9f6ade0a241cd213e75aaea40e5c9750f46215bf6ab2383774d35ab12aab12c0
BS Super Mario USA: Power Challenge: Gabucho mo Bikkuri Ryūsa no Himitsu (Dai-2-kai)@BS スーパーマリオUSA パワーチャレンジ ガブチョもびっくり流砂の秘密 (第2回),,yumekoujoudokidokipanic,Japan,1996-04-07,Nintendo/SRD,Nintendo,#players:1 #genre:action>platformer #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #port:nintendo>famicom #lang:ja,effd7e9360be56da5a9876b45a5989fc,3a64fefc0a2a0c9a666917d0b685474c2073947c,2acf62fefebbd8557794c5c779b4081a4bf9479c8f70888037cf17907d692daf,9679333782843bf06315ccfb77be817a317baab0bc3cf2fe685c3ae60f4e917690ced3b9f2996d5016cda810978b858464669145bdc6a55a2c2bbef6eb0a3d08
BS Super Mario USA: Power Challenge: Koori no Umi de Hiibooboo (Dai-3-kai)@BS スーパーマリオUSA パワーチャレンジ 氷の海でヒーボーボー (第3回),,yumekoujoudokidokipanic,Japan,1996-04-14,Nintendo/SRD,Nintendo,#players:1 #genre:action>platformer #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #port:nintendo>famicom #lang:ja,62331bfa00172b3e2705dc33dc93e1ee,4078d1756b53c230670bd5ae8285629f6173b373,63276959bf888d159983350157199b325a5ef1b58d4b3b8d2b4b0bf9b4ac59db,3e5e5b51a080b64feca132c592099802f7c9c55004896fa08098ca23868c536daf77f1f5724a3713d09ad1dda3a7d935096c393b7fcb41f509cc05504f821444
BS Super Mario USA: Power Challenge: Mamuu no Wana‚ Ayaushi Super Mario Brothers (Dai-4-kai)@BS スーパーマリオUSA パワーチャレンジ マムーの罠，危うしマリオブラザーズ (第4回),,yumekoujoudokidokipanic,Japan,1996-04-21,Nintendo/SRD,Nintendo,#players:1 #genre:action>platformer #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #port:nintendo>famicom #lang:ja,f08e24ffd1c2b1f0c85cd81ba72c66bd,0f8cba643d66d8da0d8d05faefcf65a79b081efc,4b550501f40ce3184b8d856d3695517bf5dba128aca16b82971012444d6c35d5,63b5498e60826164e0e211f00dce726a68a37e5b96973e867677bc0061590cc0a8ae289160609f24baa37d9f14e779ec263d7b1031f6b2906007b2bd41310dbf
BS Tantei Club: Yuki ni Kieta Kako (Chūhen)@BS 探偵倶楽部 雪に消えた過去 (後編),,famicomtainteiclubkietakoukeisha,Japan,1997-02-23,Nintendo,Nintendo,#players:1 #genre:adventure>visualnovel #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,9dfd7cfe35e6df67a28197c68213ecab,e88c6f7c140c57d6388c18a4c2e9d241779800d1,0779a32b31809c32dec351884f2fab7d55e70512635f9d167bce01ad5e459e69,f782c99019321a550c2f296d24b04b2029e26d22869d9df4aa2304b59d155a03980cd180bfcb48ab7fcc4264ec3a6c1dcd9f79527ecf7fa6140ebe3de3bb8c85
BS Tantei Club: Yuki ni Kieta Kako (Kōhen)@BS 探偵倶楽部 雪に消えた過去 (中編),,famicomtainteiclubkietakoukeisha,Japan,1997-02-16,Nintendo,Nintendo,#players:1 #genre:adventure>visualnovel #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,b0cea32bdbc29e8790da7636ccd6a2ff,d61bfb8118c647043525d7e848cc7c5464ce6c17,3572df59ab3e7e1e7bdb8981be50ed742cfe10b533662e4692f49df172a9c0fd,2e3b716351655664bd849793538e32e4019ae9782514b3fa22ea54def5cecf39d52c35b37684f698c4247ce873739e0381709c23c5d965ec605f7212452a3aae
BS Tantei Club: Yuki ni Kieta Kako (Zenpen)@BS 探偵倶楽部 雪に消えた過去 (前編),,famicomtainteiclubkietakoukeisha,Japan,1997-02-09,Nintendo,Nintendo,#players:1 #genre:adventure>visualnovel #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,43d983147366f82cfbc2ae1162031449,c082f21c81c0a3648d448e68c0fcf59af8e73a59,3aa00fe6a820255dd98b1f655e7295de3d323c693e8aeb04550c64c8e85c2fab,fc198db823d4cfe3614592f204feb28d90ba3b6885b097b2b18cff5afcd6ca76b3dd7dc964c481673f8313bd2dc04f417e6ca151b1574143fe2f2a40d1e5ac3b
BS Zelda no Densetsu (Dai-1-wa)@BS ゼルダの伝説 (第1話),,zeldanodensetsuthehyrulefantasy,Japan,1995-08-09,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,,,,
BS Zelda no Densetsu (Dai-2-wa)@BS ゼルダの伝説 (第2話),,zeldanodensetsuthehyrulefantasy,Japan,1995-08-16,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,9519e4ebf147ab68c514e2a23f1b13c9,5b109d1462c1c910ffec5ef609aa5b08cb30181b,2fd291ffe99c37d6107800264a4abbd1349b503cb4aa7a2a93463858177f397b,4aaf0cee3bd3dab287625a055a9174a839dc506f45604e471ff0fcd26f930d4ca6147418e7cf0d9e8bd2ed83f02d08a26b8abd7f3db2a4c2bef654dcf4865c53
BS Zelda no Densetsu (Dai-3-wa)@BS ゼルダの伝説 (第3話),,zeldanodensetsuthehyrulefantasy,Japan,1995-08-23,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,719a82679b24fd100ff1f8d4545deaed,32030591534d2de9eacc6ed7a6c7de7c0b2a9071,51202594b4cf39c2211ef6db6780e3fcb67222d819ec6f851d456523e6d673ec,9c526c56db179f35528f7c383f550b7b427e0247e51cf578a8d4dcafa931af6589183520e5366d58ec9caec4a1d7deadfc926b53bfdadb38b60ba0f853c5832d
BS Zelda no Densetsu (Dai-4-wa)@BS ゼルダの伝説 (第4話),,zeldanodensetsuthehyrulefantasy,Japan,1995-08-30,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,,,,
BS Zelda no Densetsu: Inishie no Sekiban (Dai-1-wa)@BS ゼルダの伝説 古代の石盤 (第1話),,bszeldanodensestuinishienosekiban,Japan,1997-03-30,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,a90f92a606e342b35aa4bc070cfe3f78,e784f04736f354a05a19a0e86efd8a1f40589aa4,927407d87cd9efef21979b3027bfce26689db7505d03f6611b953507ac4c63b4,4191823e545a04dc9f8a6e40e75502aaf51844400942c42cde6238ee85476f1066aa72ac191a4c18de94e78f0e41c31871818e3fea6e73e513af615535ca76d6
BS Zelda no Densetsu: Inishie no Sekiban (Dai-2-wa)@BS ゼルダの伝説 古代の石盤 (第2話),,bszeldanodensestuinishienosekiban,Japan,1997-04-06,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,f203ab9d9720c2ba8ac8453b0c10553c,0877f63d8d096e7a35a5721ec1e4ce2cb86a7211,a11e285413b57169ccf93a2bd3faea8ee69d39aac4c880ff5f78d3f862f4e02e,89917968522a424e3a6db25b626e22f52b90ed6e1ca74dab2971a8c7fdf1f52ab9ebf3d7eb8ed1f0a55879bfc1cad946ce4f173ddac4c66e6c9639f0f6258199
BS Zelda no Densetsu: Inishie no Sekiban (Dai-3-wa)@BS ゼルダの伝説 古代の石盤 (第3話),,bszeldanodensestuinishienosekiban,Japan,1997-04-13,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,59cee44354ed6fd664236ba9f6b18a63,25efee5199c9da0805306edac3367d60253ea828,bca6044eee447db3ca966732502283b02910adef5a47e000ee266e4e19ee3470,25e9a6a817e1f7ea95621ddc43d76426ec1c87ca95eb945b115028002954a2c0371868aab411975c9aaf62f99d33efd08c7fa2d8fa25d8830d3a08f635b7d78f
BS Zelda no Densetsu: Inishie no Sekiban (Dai-4-wa)@BS ゼルダの伝説 古代の石盤 (第4話),,bszeldanodensestuinishienosekiban,Japan,1997-04-20,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,da4d548e54a593e635e023bbf7db72b1,63c1110e32d4b3b2d6525919e10e50abcc7677a3,4ea3aaf5c441728f949e6e1f15ff6602bad73249fcfffb782059eef904dd252c,652824fc91d8735ecad4944d544ffaf7306f902c90c612fca6d50e238b514ad9eae9bbd060400018ab6e0fc8e962bf52f3c12b83ea25f3f8cda6d58c08b4df71
BS Zelda no Densetsu: Map 2 (Dai-1-wa)@BS ゼルダの伝説 Map 2 (第1話),,zeldanodensetsuthehyrulefantasy,Japan,1995-12-30,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,c27473b1936346daac5252742e522f64,5da4901c1dbb1823ad9d296da5215ae810c3f02e,6d5027eee45147fe6417fcde9f788d54b6ed1dd8df9838b854f431082842f857,408568e94e23929659cffd0fad351711ab311b516442bd4b1f7e8b42def855b89fc48ce35b561c27e6786b910e8dabcc8bcbd1e6a57afbcf84e6ca94333f7124
BS Zelda no Densetsu: Map 2 (Dai-2-wa)@BS ゼルダの伝説 Map 2 (第2話),,zeldanodensetsuthehyrulefantasy,Japan,1996-01-01,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,,,,
BS Zelda no Densetsu: Map 2 (Dai-3-wa)@BS ゼルダの伝説 Map 2 (第3話),,zeldanodensetsuthehyrulefantasy,Japan,1996-01-03,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,,,,
BS Zelda no Densetsu: Map 2 (Dai-4-wa)@BS ゼルダの伝説 Map 2 (第4話),,zeldanodensetsuthehyrulefantasy,Japan,1996-01-05,Nintendo,Nintendo,#players:1 #genre:rpg>a #addon:online>satellaview #compatibility:superfamicom>soundlink #port:nintendo>famicom #lang:ja,401ae46720b0197f5442a82914cfd6c7,4a53e22e2b01f55245112da5bdd24aed7a9f7c10,6a48101f2d10ad04dce3ef06d7e8602887ebeeabf1bb8a8eb766084a34645803,c11497aab108c21ffff7f7380dd8283a751a1d0714202a42c80dd1d9e1dcfecc4624c1c5496975b97e6109d95f3034dc0305e1ec2e0077c7ed06ef0095c46998
Excitebike: Bunbun Mario Battle (Stadium 1)@エキサイトバイク ぶんぶんマリオバトル (スタジアム1),,excitebikebunbunmariobattle,Japan,1997-05-11,Nintendo/SRD,Nintendo,#players:1 #genre:racing:sports>motocross #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #lang:ja,272968c6a21f5b558dbcaabe09ae693b,c65ccf7c0766b8eb9b8d0d2de339021d5217027f,a22163ddd3d07f01101e885297568d1863db0639e5b1b97fc84dff253dee2089,4bedf090f834ddae9b44606dc50f98bd48519b196ec16763bb24c59578b607527e6938540a411765d4a94764b5b81a48e2fd1c14574101ef9e12901ba8621a78
Excitebike: Bunbun Mario Battle (Stadium 2) (5-18)@エキサイトバイク ぶんぶんマリオバトル (スタジアム2) (5-18),,excitebikebunbunmariobattle,Japan,1997-05-18,Nintendo/SRD,Nintendo,#players:1 #genre:racing:sports>motocross #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #lang:ja,eded0f4634737a072c1774e649344368,39882254a57f7c71373bfe92ba80b5fda6874f3d,0fd33e2f2d4d6492e0214d93c0b878ce5f81385243525848db8ffc6ade2f32cb,859797f54210307e7d1ef812396eda233b83a8a9a97850746f9854c9f2fbbdc9d35c45229d6a9747ec3a2ed101e3877bc1e3f493f8217f7cdcc574a31358d51d
Excitebike: Bunbun Mario Battle (Stadium 2) (7-6)@エキサイトバイク ぶんぶんマリオバトル (スタジアム2) (7-6),,excitebikebunbunmariobattle,Japan,1997-05-18,Nintendo/SRD,Nintendo,#players:1 #genre:racing:sports>motocross #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #lang:ja,4dbb2cb2da2057586f8d0f06c6ae7315,964ffe8fdd80f194f076ad066f5c22314a8343b8,a932b8f1858eca86f8c1042fb183281e465e45b7748fb5fa43d199c1bae0780c,b11c92b99af9d8a4172b42829ef1d02370630e59331bddce024669f1d1024ecf503a38dd608aecccbd03a9b64e24bccf5b63ea9505e04a784c52edc2acae75dd
Excitebike: Bunbun Mario Battle (Stadium 3) (01-11)@エキサイトバイク ぶんぶんマリオバトル (スタジアム3) (01-11),,excitebikebunbunmariobattle,Japan,1997-11-02,Nintendo/SRD,Nintendo,#players:1 #genre:racing:sports>motocross #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #lang:ja,cf9dce0dbf3b8cbafaac39d4380aac2a,7bbfad9261c43ff0c10b8b91bd93e19be6b83428,c9a3d3b122d7bcf65b9e978196d87a1acaa8c607d8352cf486e2995244d323e4,f4af1f859525dc8190754d0ace59cf1c32f430efbbd7955eb35123cd582510a5c423f02fdf3f4c59f289f73e89aaacc0c9240b883e2cdfddffddbf5d480f4d76
Excitebike: Bunbun Mario Battle (Stadium 3) (02-08)@エキサイトバイク ぶんぶんマリオバトル (スタジアム3) (02-08),,excitebikebunbunmariobattle,Japan,1997-11-02,Nintendo/SRD,Nintendo,#players:1 #genre:racing:sports>motocross #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #lang:ja,ca0811ec969841eaba612c2b59b076d8,c64e0328293058f23027c8c0094c48865f5b7a7f,76069aecca7369e5ad3e7d4242ce5e81e794c4788409cc09eabe013c2fe29b5e,938331f1a27559c5061ba1c0e9f3aea0b41cf6d33cccba88b870bff3fcc7df7dfefe171415a020360b6624652cfd6fb37eccc6fbe3d00aeccb941e589f39d906
Excitebike: Bunbun Mario Battle (Stadium 3) (11-05)@エキサイトバイク ぶんぶんマリオバトル (スタジアム3) (11-05),,excitebikebunbunmariobattle,Japan,1997-11-02,Nintendo/SRD,Nintendo,#players:1 #genre:racing:sports>motocross #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #lang:ja,b72c19c195c7fcf5a2ffb6822bf9948c,28bf86b4db58b6020e854b6359df9c8b4cd57768,072e053c3fa74fc954b0b1b6e11bdee7219f6323be97abf869f7da3c11ca9247,570b7e8be489be024d3950cfe288970a4b1eee030fa1a03349abb18128e887d100b9847a44c0eb3331c309400d54f3f3d5b8d821856167efa5ae71daf1b74c2e
Excitebike: Bunbun Mario Battle (Stadium 4)@エキサイトバイク ぶんぶんマリオバトル (スタジアム4),,excitebikebunbunmariobattle,Japan,1997-11-09,Nintendo/SRD,Nintendo,#players:1 #genre:racing:sports>motocross #addon:online>satellaview #compatibility:superfamicom>soundlink #search:feature>mario #lang:ja,6c5c2343d96bc234a3d8cd37b37b9515,deaca5600afa6f2698f688cceab26efb39d58bfc,d689aacff0aa4b6357ff23de592980b286464be774f6bcdeea7da07d39de00ea,6c4a9d48c1bc1ad2ff70c9d0bd95e2bdc54ae79eea2e949cefc4012c143d2131b03fa15f6f055d609d1c95b687bd668d7621ec00f17a48c5568eca0a627bacfe
Kodomo Chōsadan Mighty Pockets (Chōsa 1)@子供調査団 Mighty Pockets マイティポケッツ (調査1),Kodomo Chōsadan Mighty Pockets: Chōsa 1: Junk-ya Black no Ie@子供調査団 Mighty Pockets マイティポケッツ 調査1 ジャンク屋ブラックの家,kodomochousadanmightypockets,Japan,1997-09-07,Nintendo,Nintendo,#players:1 #genre:board #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,e483a43299c4bc0b75bdd919ba7bf5f4,cc81070dd4c7b6a527eab5ecc65a1c1433eebe5f,f12ce2d6cbd48972629d5269fcdf5e594bfc7c70c39edc4933309166807b337b,8765626b2a73387dbbac25c9788bbb633ec6a3f45482b1f1badb6d9e8e92d4b54270a7b09be2e5ce86d94f9b8f6caaba6eb25e6b8934ee1786601b69d1530491
Kodomo Chōsadan Mighty Pockets (Chōsa 2)@子供調査団 Mighty Pockets マイティポケッツ (調査2),Kodomo Chōsadan Mighty Pockets: Chōsa 2: Hanzai Toshi Big Apple@子供調査団 Mighty Pockets マイティポケッツ 調査2 犯罪都市ビッグアッポー,kodomochousadanmightypockets,Japan,1997-09-14,Nintendo,Nintendo,#players:1 #genre:board #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,b5fe5ae2fa82dbd9220804eb731d97a7,408ac8d9c78dad14f109562fbd3149fe0114fc57,613f56f2eb31af7075934213717cddc1ae4834b2be39d4f0648fd6c542cf4a4c,96d9b09ea850af78b9958827d4f37caa58b47c988b61dd80e04c0b2c55ed413eec4215e523f21ccfb326b0d233d0cb59cef4a1054d8d3ac941e395db4cce92d4
Kodomo Chōsadan Mighty Pockets (Chōsa 3)@子供調査団 Mighty Pockets マイティポケッツ (調査3),Kodomo Chōsadan Mighty Pockets: Chōsa 3: Kyakusen Queen Patra no Nazo@子供調査団 Mighty Pockets マイティポケッツ 調査3 客船クイーンパトラの謎,kodomochousadanmightypockets,Japan,1998-03-22,Nintendo,Nintendo,#players:1 #genre:board #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,845d6ff6bfcb3df6e709b1ba4c9c7586,fa2e11824be66b7967899cefc76ee65f8bd82340,93fba51e861ce9c1477ddf65ac1913ddc76c6dcadf0af833a46adea1b1730a9c,78f06e66790df94543394a16d1bf35b82d98630855b548b5970278957c85d77ec5caa12936b00dad31491b697412e9257ab1c6fafafa72b1e1dc5ed34de78653
SatellaWalker 2@サテラウォーカー2,SatellaWalker 2: Sate Bō wo Sukuidase!@サテラウォーカー2 サテ坊を救い出せ!,satellawalker2,Japan,1997-06-29,Nintendo,Nintendo,#players:1 #genre:sim>life:minigames #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,071313e4118d0008d59aa3312cbe8989,6f5caf8c4203c30661cd71112dd851c7e2cccb63,eb0f182756c7529d7e90d0e613a42351bc7ec3d823847b834f191b5927407fec,f23b78c991479334c8eaabb114695263cb6d1502a849b3293644d4ae341b6104045f5c1da6b56caf5a926fccdb1e983ff5746bfe60bf50239f7188301c48f4d8
SatellaWalker 2@サテラウォーカー2,SatellaWalker 2: Machi no Heiwa wo Tori Modose!@サテラウォーカー2 街の平和を取り戻せ!,satellawalker2,Japan,1997-07-06,Nintendo,Nintendo,#players:1 #genre:sim>life:minigames #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,,,,
SatellaWalker 2@サテラウォーカー2,SatellaWalker 2: Dai-1-wa: Mokumoku Kemuri Panic@サテラウォーカー2 第1話 もくもく煙パニック,satellawalker2,Japan,1998-02-15,Nintendo,Nintendo,#players:1 #genre:sim>life:minigames #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,f7139e2a0df8ffcf486215f35f6f57fa,3a46898cdbbb414bc6462effd4419a2a471be807,7ec6c2f0f425a1a823169d9301ca760aa53888c0e0f3fbb33d2ddfe7fb7b382c,4e9ade2633606dcffb6bdc587f2001f2cbe925633b061e59d0f811940dbea8e7181a052dd893bcc6d32e61dd6592efecb36a84aff291b144fa852a654be4ff1e
SatellaWalker 2@サテラウォーカー2,SatellaWalker 2: Bottom de Battle@サテラウォーカー2 ボトムでバトる,satellawalker2,Japan,1998-02-22,Nintendo,Nintendo,#players:1 #genre:sim>life:minigames #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,,,,
Sound Journal for Lovers: Valentine Special Vol. 1: Yōgaku Hen: Valentine ni Tsuite@Sound Journal for Lovers: Valentine Special Vol.1　洋楽篇 ヴァレンタインについて,,soundjournalforloversvalentinespecial1,Japan,1998-02-08,Nintendo,Nintendo,#players:1 #genre:notagame>media #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,7e51a6f28bedbce33a9b27d1978004e6,ca1020f1b2a5339669e36037a8ac3fa25701fd82,51bd3d7a9ada42cdf956f8fd3c935d8e7803b1106c236f2c91f975035305c1be,db6151b4822ee76a8072e465b64a7d58b1227d902288c5f5d8f558504513426d4b721f9cdd71c756bb92b39ce1377807e5a75c9357dbde5a117b4aae3e5e649e
Sound Journal for Lovers: Valentine Special Vol. 2: Hōgaku Hen: Valentine ni Tsuite@Sound Journal for Lovers: Valentine Special Vol.2　邦楽篇 ヴァレンタインについて,,soundjournalforloversvalentinespecial2,Japan,1998-02-11,Nintendo,Nintendo,#players:1 #genre:notagame>media #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,,,,
Spriggan Powered BS (Dai-1-wa)@Spriggan Powered BS (第1話),,sprigganpoweredbs,Japan,1996-07-07,Micronics,Nintendo,#players:1 #genre:shmup>h #save:password #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,,,,
Spriggan Powered BS (Dai-2-wa)@Spriggan Powered BS (第2話),,sprigganpoweredbs,Japan,1996-07-07,Micronics,Nintendo,#players:1 #genre:shmup>h #save:password #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,,,,
Spriggan Powered BS (Dai-3-wa)@Spriggan Powered BS (第3話),,sprigganpoweredbs,Japan,1996-07-14,Micronics,Nintendo,#players:1 #genre:shmup>h #save:password #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,ef03e9d4431049e4fd2293b2cb5d7761,55432770505da7137509a041f3f1db2381d7258b,bc7c9821a36de4834cf6697d07b0829b5b96ce284d1158d375b430a65bf4369f,53b2cfc41805d83bac160d3cf535ea35b43fcd9f59f402246cd94541f94f847ca1e048f683a2709fb1604bcfec760e3d8db0036c124f3634b6c2eb6a6450d397
Spriggan Powered BS (Dai-4-wa)@Spriggan Powered BS (第4話),,sprigganpoweredbs,Japan,1996-07-21,Micronics,Nintendo,#players:1 #genre:shmup>h #save:password #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:ja,,,,
Spriggan Powered BS Prelude,,sprigganpoweredbs,Japan,1996-07-26,Micronics,Nintendo,#players:1 #genre:shmup>h #addon:online>satellaview #save:password #compatibility:superfamicom>soundlink #lang:ja,32d8b85a4ed351240e2d6d8ac5ca9365,1f2e0b09116c401b6f63bb3f04729636792a71b7,c7828a108698b5c5dcd1d2390d85ce8ec1807ae8c42b109f8e5d4afe885d51e4,83fa3bf8f38feb2ae5f217e0b986a492c5bbf812501f74d8db52910dbcfd0e01239d2c2e77d7913d6b06f84e3e658899efa33275bd78858b4bd200bd9e4e8de7
Super Bombliss (Dai-1-kai)@Super Bombliss (第1回),All Japan Super Bombliss Cup '95 Dai-1-kai@All Japan Super Bolbliss Cup '95 第1回,superbombliss,Japan,1995-10-04,BPS,Nintendo,#players:1 #genre:puzzle>drop #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:en,8323dc670b8ca0a7451916e50c2e4204,cf2b49db5f8c400f69dc083aede89ad3fff70ec1,82d502b8f5a55509f2da609497b88918e1382a5cbada8c5fdb8c2f5b1ea28270,b64d794ee4bb60a4947bd59918838304c9a41e2890e84fe55bd5ea0fd529f67351d0caf917678cd68d6ea8fd33c8349b7b6e6db7827755d0da6c1c9d9f8e21fc 
Super Bombliss (Dai-2-kai) (10-13)@Super Bombliss (第2回) (10-13),All Japan Super Bombliss Cup '95 Dai-2-kai@All Japan Super Bolbliss Cup '95 第2回,superbombliss,Japan,1995-10-11,BPS,Nintendo,#players:1 #genre:puzzle>drop #addon:online>satellaview #compatibility:superfamicom>soundlink #lang:en,8323dc670b8ca0a7451916e50c2e4204,cf2b49db5f8c400f69dc083aede89ad3fff70ec1,82d502b8f5a55509f2da609497b88918e1382a5cbada8c5fdb8c2f5b1ea28270,b64d794ee4bb60a4947bd59918838304c9a41e2890e84fe55bd5ea0fd529f67351d0caf917678cd68d6ea8fd33c8349b7b6e6db7827755d0da6c1c9d9f8e21fc 
