Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
64 de Hakken!! Tamagotchi: Minna de Tamagotchi World@64で発見!! たまごっち みんなでたまごっちワールド,64 de Hakken!! Tamagotchi: Minna de Tamagotchi World@64で発見!! たまごっち みんなでたまごっちワールド,64dehakkentamagotchimdtw,Japan,1997-12-19,Hudson,Bandai,#players:4:vs #genre:board:minigames:sim>pet #addon:backup>controllerpak #embedded:backup>eeprom #save:backup #lang:ja,ea6a92de5a221a00814f7448bf6f1b31,35f7e37c62ae36eb29aad0d9da0ae83d57f6d8bd,77f656a9e71c286d41a1e84c26bcdf126fd7598807c98b62e96491c76da403d6,23bf726dc5da4edbb94c2f88286807a5f1f243d8b53c44c347e9e0bb809d33e3a62b1b698c38b40ef7f158db9a4ccc9c4034995c4eeca630ed770b6bb2016c9b
64 Hanafuda: Tenshi no Yakusoku@64花札 天使の約束,64 Hanafuda: Tenshi no Yakusoku@64花札 天使の約束,64hanafudatenshinoyakusoku,Japan,1999-11-05,Altron,Altron,#players:1 #genre:board>hanafuda:sim>date #addon:backup>controllerpak #save:backup #lang:ja,66335f4dc6ab27034398bc26f263b897,36d1b4ef15cda8139face7e118cb34727c30bf29,08e68047b4eed07de7a05bf50c2011b44a8de553440b99b3f4ef2c15ac94d518,7aacc185f4b5b918aff0909e4c2eff1b7588aa4338942ebf2ca1d9d827489e097def8fadebf6f9e26e323fe23341e32cdad05c9098992fa40dec3249591add7c
64 Oozumō@64大相撲,64 Oozumō@64大相撲,64oozumou,Japan,1997-11-28,Bottom Up,Bottom Up,#players:1 #genre:fighting:sports>sumo:minigames:sim>fishing #addon:backup>controllerpak:vibration>rumblepak #save:backup #lang:ja,2cf9edb51ada9de2ae7ad9fd5acc5580,e77fe9f2c32870eb7acbcf6a13d26dd022bafe5d,661420aa5a7b5c0f86aad0dad813a0c876b99267d9d92fed0f4507e8e2a37240,6136ccc0dab3ad738302b1f81f61455ac1030408a53482c96df5e16028dc8ee36f1f7f627fef68397871b801a8857fb40ae11bd3ef7e25c3db1ef76243c6d5fa
64 Oozumō 2@64大相撲2,64 Oozumō 2@64大相撲2,64oozumou2,Japan,1999-03-19,Bottom Up,Bottom Up,#players:1 #genre:fighting:sports>sumo:minigames:sim>fishing #addon:backup>controllerpak:vibration>rumblepak #save:backup #lang:ja,f7c796371e77e0a6fbd02eb866341952,6d524e0d0dd610dfb0c3bccaa88ef1e7aeceab98,3ff701b4735c84b17f8d80a996db59801caa766ee7da4d3e5a3b88eb34d99a17,3b055d30890122dfd2167d135979c37bbdcbbfe205cd27c35a83259f4d02db296bc3fd9e97f4e2bad4f16e3785ad9396c7659ffa7c85bdc8b421ac66b1db8e68
64 Trump Collection: Alice no Wakuwaku Trump World@64トランプコレクション アリスのわくわくトランプワールド,64 Trump Collection: Alice no Wakuwaku Trump World@64トランプコレクション アリスのわくわくトランプワールド,64trumpcollectionanwtw,Japan,1998-08-07,Bottom Up,Bottom Up,#players:1 #genre:board>cards #addon:backup>controllerpak:vibration>rumblepak #save:backup #lang:ja,6b947f654775cf5dacd1e5d53d577da7,b5cf2c98d60ad8e6fad450681f9cefd63f4e5939,afc2eedcd4e7cfe6fd0e56259a45d58ed5647f7ce64fad6d2199312ea564de6f,38901ba8e4630b9f838967131ed15658fdba92dab21366f3f0330bf5a7bf1b396db7031323693fd3aff2556936e915597d960ae9097b9ab3d406c01aed48b525
1080º Snowboarding@1080º TenEighty,1080º Snowboarding@1080º TenEighty テン・エイティ スノーボーディング,1080snowboarding,Japan,1998-02-28,Nintendo EAD,Nintendo,#players:2:vs #genre:racing:sports>snowboarding #addon:vibration>rumblepak #embedded:backup>battery #save:backup #lang:en:ja,fa27089c425dbab99f19245c5c997613,79cd1166c365e5809dec9b62e6d40d6032d5db3a,5e9d7168e5786ba1bd4b643431ba7100ff3d7a09e558acae15438d426c0f34df,6d602c180d62a1914b3e1605479fe36e0d0cbaccc8a2a29140ed3bd4d2133944377bf4d4eb653c9e150f27d8c08361e8cd93ea46b4afd775dd2197acf62102fa
Aero Gauge@Aero Gauge エアロゲイジ,Aero Gauge@Aero Gauge エアロゲイジ,aerogauge,Japan,1997-12-19,Locomotive,ASCII,#players:2:vs #genre:racing #addon:backup>controllerpak #save:backup #lang:ja #rev:1,0620c2d134a0430f4afa208ffeda67b8,f7c2d4b0e77cc02deafe2e5fd95152b7e8bf86cf,1abff752862450bbfd3cfbb75b1c217daa57f524bee65f14ae436519a615368a,5f602c87cee4ad0578b2563b63da6aae93308f9a4de24c45e82eff5e119cac2935729d0ea7fa3dc7aacde3b56e2228b3ff00df4bdb7077b9635aad35b7a4330a
AI Shōgi 3@AI将棋3,AI Shōgi 3@AI将棋3,aishougi3,Japan,1998-12-18,i4 Corporation,ASCII,#players:1 #genre:board>shougi #addon:backup>controllerpak #save:backup #lang:ja,4a5c509a20db7a429dc1dd4e219ad4a2,8d87d888e8916c4c148dad32ee0519dd297d1fa6,05265ab26612612b5573971c217709a073b44640182333ea87269975c324c9b9,3c26bc0f442e67e44f5b9ee9bef4b074013eddf93379f8dafb7486ee39217f78b5c73e3f63d78578ad90db0e2e5b7924d1c7c111fd81a3a18e04389f966ed1cc
Air Boarder 64@Air Boarder 64 エアーボーダー64,Air Boarder 64@Air Boarder 64 エアーボーダー64,airboarder64,Japan,1998-03-27,Human,Human,#players:2:vs #genre:sports>skateboarding #addon:backup>controllerpak #save:backup #lang:ja,ccee2fcf38dc2200128d75d15db53283,4a70c9ca027ecc8d05337993204e1ef76f5f0ac9,e3fa6d6f13671237e703f32d01f48aff62071114a7a92086c9e3229d1b943ecc,8de390e7787a391fc5674d30f2cdf6fb864e46e25efc24697062a85a014f7ec2b12d6e3bd87586ca3ee7bf6999273b3fb23485e371604b6d89f4de49f436284e
Akumajō Dracula Mokushiroku: Real Action Adventure@悪魔城ドラキュラ黙示録 Real Action Adventure,Akumajō Dracula Mokushiroku: Real Action Adventure@悪魔城ドラキュラ黙示録 Real Action Adventure,akumajoudraculamokushiroku,Japan,1999-03-11,KCEK,Konami,#players:1 #genre:action:adventure #addon:vibration>rumblepak #embedded:backup>eeprom #save:backup #search:franchise>castlevania:feature>dracula #lang:ja,256a1cb23f9e1a2762a7a171417b5d68,aa70348968589e6ba6e7091ca115fb505099cd97,f5b8a1bd8dd4d03b5fe291428b284ca30d9afd300fe25f60317aa1e4590db638,7ad2ace497a35024865795dc9d48fdb73121b983e1b17905948e691728794812ad2a440e70d3d120ec6d8e8d730180fe7958a1a3a6f66b09cc1b01a75e96c6ab
Akumajō Dracula Mokushiroku Gaiden: Legend of Cornell@悪魔城ドラキュラ黙示録外伝 Legend of Cornell,Akumajō Dracula Mokushiroku Gaiden: Legend of Cornell@悪魔城ドラキュラ黙示録外伝 Legend of Cornell,akumajoudraculamokushirokugaiden,Japan,1999-12-25,KCEK,Konami,#players:1 #genre:action:adventure #addon:vibration>rumblepak:expansion>expansionpak #embedded:backup>eeprom #search:franchise>castlevania:feature>dracula #save:backup #lang:ja,47ea239717c4d225c9d0e9fd37b9fcb3,50439acb5784bea3a4bbba5188c2aeaa1442099d,51a0443883f3f94b20b6fb9a8688631c51bc7feafb143c51e48dc7198adfd1ca,529632048a8bb05ec4e66b3bebdb56c20a871baecf849193630e97ec6534490a7ae4508bd81f58ef1b59ebfc62d5316172b485a5b19da4355068b08dbafcd597
Baku Bomber Man@爆Bomber Man,Baku Bomber Man@爆Bomber Man ばくボンバーマン,bakubomberman,Japan,1997-09-26,Hudson,Hudson,#players:4:vs #genre:action:puzzle #addon:backup>controllerpak #embedded:backup>eeprom #save:backup #lang:ja,8183688a4b7d0a390496b5655bcd252e,4813b147d552f72fdb0b306469bf9aa0f820fd5b,7a36567a0a26dfdcb6f24eb454be9f9cd815cf96d6660867845e8a55434084cf,79b80c46fbbcd9db8f7b89df2ecffee2f5b9e2fa7ae5fd69328a1201474b762e0830b8059ace6cba8a393b709e716ca3bbba15348c9dec9914dc27d225752a21
Baku Bomber Man 2爆Bomber Man 2,Baku Bomber Man 2@爆Bomber Man ばくボンバーマン 2,bakubomberman2,Japan,1999-12-03,Hudson,Hudson,#players:4:vs #genre:action:puzzle #addon:backup>controllerpak:vibration>rumblepak #embedded:backup>eeprom #save:backup #lang:ja,ca956015b6820dcff1c814f3532e18b1,179cab7426755f14bd3f4999f3789eb6d7af64c4,45c622c2e6d65ceb255c531b499c78d0e1880c32e9e9d7b804c617549f3da7cb,bd0d9a02b16b7c4a3ae3a74f3b99814a953ac0f09827b75af3aeed88c28f34f0dde5e23d886d4652e5313781344f8439b706171f7127cbbd348a0ee3d50a55c4
Bakuretsu Muteki Bangai-Ō@爆裂無敵 バンガイオー,Bakuretsu Muteki Bangai-Ō@爆裂無敵 バンガイオー,bakuretsumutekibangaiou,Japan,1999-09-03,Treasure,Esp,#players:1 #genre:shmup #addon:vibration>rumblepak #embedded:backup>eeprom #save:backup #lang:ja,8107825ac2a522057422463ed81e276b,2dbfe78f97b8d6e1a33b73d244be831d18b0491e,60f0117bd8e48f8049a72f5b8bd0957f08282f2b687f0a1fea71f4597dfd4c4a,fe6eda8b0c7c7ac6c6b1f77cb6daf275b8af797ef06518ca671644aff2413fc3f5d1e709198fb9b7b4b2d2e8cdcc006b1168009c6687382364e8f02f3c8ee5a5
Bakushō Jinsei 64: Mezase! Resort Ō@爆笑人生 Jin Sei 64　めざせ! リゾート王,Bakushō Jinsei 64: Mezase! Resort Ō@爆笑人生 Jin Sei 64　めざせ! リゾート王,bakushoujinsei64mro,Japan,1998-12-24,Taito,Taito,#players:4:vs #genre:board #addon:backup>controllerpak #save:backup #lang:ja,09fd63afa1156405e618752fc583df93,28e6d11f6f48c86a9b7c112c672109e1c2d7e5d0,2e48f2efdd1895d7d5b3119ca4b3abb4b509249389f9b6d6e3c74cfe4a20c530,a0aa6ebafb6089a719e6472ef316f240dd47c1a468da0b65ad0f8e4ff7742827fee554f6d1b32a83432ce3ee047cd0b9a7893e1f5e6d348324a2d6e65788c5a9
Banjo to Kazooie no Daibōken@バンジョーとカズーイの大冒険 Banjo-Kazooie,Banjo to Kazooie no Daibōken@バンジョーとカズーイの大冒険 Banjo-Kazooie,banjokazooie,Japan,1998-12-06,Rare,Nintendo,#players:1 #genre:action>platformer:puzzle #addon:vibration>rumblepak #embedded:backup>eeprom #save:backup #lang:ja,3d3855a86fd5a1b4d30beb0f5a4a85af,90726d7e7cd5bf6cdfd38f45c9acbf4d45bd9fd8,f766bdb553dd38bf1ce1b9395647aa44abb85503ef08592c8c1a94b15eb6dbfb,51fc08b92963a09330ccbb1518a5d7760e8f9b29f48a41783787a218d3685c943ac99ce412fc9d6f7b450239532a5a239ee7d98eb78e57acac47992d5d51ca37
Banjo to Kazooie no Daibōken 2@バンジョーとカズーイの大冒険2,Banjo to Kazooie no Daibōken 2@バンジョーとカズーイの大冒険2 Banjo-Kazooie,banjotooie,Japan,2000-11-27,Rare,Nintendo,#players:4:coop:vs #genre:action>platformer #addon:vibration>rumblepak #embedded:backup>eeprom #save:backup #lang:ja,715a8816f30fa24b8d174dc5cb6f25a9,5a5172383037d171f121790959962703be1f373c,0abe75ee302623440c6af4ab1f702f0874ce290865eddef09f816ed10216a54d,bcc8f1f1b04eb3a2f459dd0738e29d41cd23ae087ae8b08d92f7ffdc76954501d5c54dfa73304f7441953a302d2177e58f68da254c87d9e1cd681c5550fb9b99
