Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Donkey Kong Junior (P Kit),=,Donkey Kong Junior (P Kit),=,donkeykongjr,USA,1982,Nintendo,,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #unlicensed:bootleg #lang:en #mamerom:dkongjr>dkongjrpb,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Donkey Kong Jr.,=,(Donkey King Jr.),=,donkeykongjr,,1982,Nintendo,,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #lang:en #unlicensed:bootleg #mamerom:dkongjr>dkongjrb,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Donkey King Jr.,=,(Donkey King Jr.),=,donkeykongjr,,1982,Nintendo,,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #lang:en #unlicensed:bootleg #mamerom:dkongjr>dkingjr,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Donkey King Jr.,=,(Donkey King Jr.),=,donkeykongjr,Italy,1982,Nintendo,Nuova Videotron,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #lang:en #unlicensed:bootleg #mamerom:dkongjr>dkingjrv,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Donkey Kong Junior (High Score Kit),=,(Donkey Kong Junior: High Score Kit),=,donkeykongjr,World,,Nintendo,Braze,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #lang:en #unlicensed:hack #mamerom:dkongjr>dkongjrhs,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Double Donkey Kong,Donkey Kong Junior,(Double Donkey Kong),=,donkeykongjr,World,1999,Nintendo,Braze,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #lang:en #unlicensed:hack #mamerom:dkongjr>dkongddk,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Junior King,=,(Junior King),=,donkeykongjr,,1982,Nintendo,,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #lang:en #unlicensed:hack #mamerom:dkongjr>jrking,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Up Maguila,=,(Up Maguila),=,donkeykongjr,,1982,Nintendo,Aguipa,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #search:tate>ccw:feature>mario #lang:en #unlicensed:hack #mamerom:dkongjr>maguila,c7b88a4354ee769bed4caa88829c549c,b274682dde13899d0c3ec1c33fdc98bcb611b495,18dd05e9e7cee1d38d3c9d9aabe13e61285e3b698ea32900d856d1562b1655bc,56c6d0070f0d1fdd136ee5e050323ee5850b070fc1f2857922bc2d45b6dae70819253d67d7062d46080cce5396d3eea3d92fd2d97a00c80c0b6f6d0447c76f90
Donkey Kong 3,=,Donkey Kong 3,=,donkeykong3,Japan,1983-10,Nintendo,Nintendo,#input:joystick>4:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:dkong3>dkong3j,07e360303a2cc4a699652192ccdf7aaf,eaf75c9c417d6c5589c7213dea00c5eeb3ba6dba,d343d359636e5dc000a6c40d8d0752731fd89156213953a9e8f2f9b639b93071,6a2c38a38c6b120dea915ac163088bf4b8939e728ba0e531e69510cc44f4fa4497c5df6fe041c805bc1f2df4ca3a9c1b06bdd39c8f982a8798ccafa2b46cacc5
Donkey Kong 3,=,Donkey Kong 3,=,donkeykong3,USA,1983-10-26,Nintendo,Nintendo,#input:joystick>4:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mameparent #mamerom:dkong3,07e360303a2cc4a699652192ccdf7aaf,eaf75c9c417d6c5589c7213dea00c5eeb3ba6dba,d343d359636e5dc000a6c40d8d0752731fd89156213953a9e8f2f9b639b93071,6a2c38a38c6b120dea915ac163088bf4b8939e728ba0e531e69510cc44f4fa4497c5df6fe041c805bc1f2df4ca3a9c1b06bdd39c8f982a8798ccafa2b46cacc5
Donkey Kong 3,=,Donkey Kong 3,=,donkeykong3,Japan,1984,Nintendo,Kazutome,#input:joystick>4:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:dkong3>dkong3b,07e360303a2cc4a699652192ccdf7aaf,eaf75c9c417d6c5589c7213dea00c5eeb3ba6dba,d343d359636e5dc000a6c40d8d0752731fd89156213953a9e8f2f9b639b93071,6a2c38a38c6b120dea915ac163088bf4b8939e728ba0e531e69510cc44f4fa4497c5df6fe041c805bc1f2df4ca3a9c1b06bdd39c8f982a8798ccafa2b46cacc5
Donkey Kong 3,=,Donkey Kong 3,=,donkeykong3,USA,1983,Nintendo,Tecfri,#input:joystick>4:buttons>1 #players:2:alt #genre:shmup #arcadeboard:tecfri>ambush #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:dkong3>dkong3abl,07e360303a2cc4a699652192ccdf7aaf,eaf75c9c417d6c5589c7213dea00c5eeb3ba6dba,d343d359636e5dc000a6c40d8d0752731fd89156213953a9e8f2f9b639b93071,6a2c38a38c6b120dea915ac163088bf4b8939e728ba0e531e69510cc44f4fa4497c5df6fe041c805bc1f2df4ca3a9c1b06bdd39c8f982a8798ccafa2b46cacc5
Donkey Kong 3 (High Score Kit),=,(Donkey Kong 3: High Score Kit),=,donkeykong3,World,,Nintendo,Braze,#input:joystick>4:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #unlicensed:hack #mamerom:dkong3>dkong3hs,07e360303a2cc4a699652192ccdf7aaf,eaf75c9c417d6c5589c7213dea00c5eeb3ba6dba,d343d359636e5dc000a6c40d8d0752731fd89156213953a9e8f2f9b639b93071,6a2c38a38c6b120dea915ac163088bf4b8939e728ba0e531e69510cc44f4fa4497c5df6fe041c805bc1f2df4ca3a9c1b06bdd39c8f982a8798ccafa2b46cacc5
Double Dragon,Double Dragon 双截龍,Double Dragon,=,doubledragon,Japan,1988,Technōs,Technōs,#input:joystick>8:buttons>2 #players:2:alt:vs #genre:brawler:fighting #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_ddrgn,7edaaaaa06fc901e4d1bba52229ae50e,733d3583b667a43da7b18848bc9ae316a3728bcf,5022ac2817f7f6dadbe2487165519558f49f3bdffe2bcef6473fb98b48385702,4fbfdc9712fb5d0ff842e15c6e70c8dbe197b10f4f39d961710dc8d14956472b278b20e61b6ed5b01015656df4a3cb75c06aff64e7f5d50a0e49e88007762527
Double Dribble,=,Double Dribble,=,doubledribble,USA,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>basketball #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_dbldr,58fea45b333fd11f5d2d3a850462b064,14d41af9b68ba61e6ad9b5113c0c4c3b4f7fb51f,832e54030e0269489373cd8540b4a6a51d1a4c67a8c9aee99be011c7e4650618,f11f8dcc3681c635fafcb6a017906b5e6c28c8ed391b9449f7899ff7f3b75765ea65db3997294dfa69ffeaf1f733808394b6ee95ccc3fa5b716acc0bfeedae03
Dr. Mario,=,VS. Dr. Mario,=,drmario,USA,1990-08,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:puzzle>drop #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mameparent #mamerom:drmario,c2ebbf16c905f5e24dbfc1cb9ab3268b,d6577934b197e40a8e824991416fc31c75d27c5e,860d22081077d7bf7150163799ef31eeb2ac42e157dbe9eaa049fb15a98f4631,3a498dbf62a6508c26c7b695e781cc4aeb1fe373e192d8800f73569d79af894959ffe57e54eefcedcaeba9d63a8347bbadbc9d49f004f93a8cc986906a9e9151
Dr. Mario,=,Dr. Mario,=,drmario,USA,1990-08,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:puzzle>drop #arcadeboard:nintendo>pc10 #port:nintendo>famicom #search:feature>mario #lang:en #mameparent #mamerom:pc_drmro,7e5994372d93522b4650cee73efed404,c9341efa786b50df6e59bda9a2c2b586c2f759a1,de1e482de36857dc133be819410ca5f723b1f3a1110396f83fd04deb10c5527a,304aa5b579da9dc2283a7048fd3638afab38c5c80a35c125bf46e528d81c33fc4c710c8602460c08751b62ec1780a11189cd7f63f626362621bf6524ac4b6b0b
Virus,=,Dr. Mario,=,drmario,USA,1990-03,Nintendo,Nintendo,#input:joystick>4:buttons>2 #players:2:vs #genre:puzzle>drop #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #unfinished:proto #mamerom:pc_drmro>pc_virus,7e5994372d93522b4650cee73efed404,c9341efa786b50df6e59bda9a2c2b586c2f759a1,de1e482de36857dc133be819410ca5f723b1f3a1110396f83fd04deb10c5527a,304aa5b579da9dc2283a7048fd3638afab38c5c80a35c125bf46e528d81c33fc4c710c8602460c08751b62ec1780a11189cd7f63f626362621bf6524ac4b6b0b
Duck Hunt,=,Duck Hunt,=,duckhunt,USA,1986,Nintendo,Nintendo,#input:lightgun:buttons>1 #players:2:alt #genre:shooting>gallery #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_duckh,5a998aba61ac1ccdf9fe335580e7d27e,a4e6aab373045fdb24de53c8df31c6331e63715c,6527c0bd660abeabfa687c03c9099ec057602685cdf1a33a8aefbc2dd818aaf8,2070e57b5221ccf5739c99cfc176d417c6f26573914f84e8e91afbca140a9fedb796c86a4acee29d411cbdef957631622ba13bea94bd41316ca77baf13ab26db
Duck Hunt,=,VS. Duck Hunt,=,duckhunt,USA,1985-05,Nintendo,Nintendo,#input:lightgun:buttons>1 #players:2:vs #genre:shooting>gallery #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:duckhunt,979397b8074c83fa30f85ca5674a95dc,f2b9c1fb530d2b68d89b5d72183e82e0218c5b74,fac65c51443f006aca1f8f30bdfce04e3620cf7019513fa8496cbc2ac90b2be0,f1e8af2f86eec503b137dab7dd1607585864b03bd915899af80f917eef426daeec9e9491718fd4a5ac871048b93af9424794fefdfb98d4d6ab37ad2da5c2bd88
Excitebike,=,Excitebike,=,excitebike,USA,1986,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:racing:sports>motocross #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_ebike,748af31606f9f08016791b566986ef6f,c8f3844ed70eda968f7bc60d754b7fa179d9b039,cfcc518ee532648bb5ece77eda9dfdfeec4cde83b13edf6763248f1f61481a04,ca96b8a5ac2f53ec8a751f6ff5731be0aeb574967e94cadaf15b13dad12afc8732480c0da59183a66f4644112d9d80871a5b7d859ad758c5257a532fc3d27c1f
Excitebike,=,Excitebike,Excitebike エキサイトバイク,excitebike,Japan,1984-12-07,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:racing:sports>motocross #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:excitebk>excitebkj,949fc8db744b64f5cd06513492f38cfa,920365651247776dc4c5c5be6dc16f9a5c29dc60,58a21f43faa4f997b8ef01f14fd23facc59cf12ff01d83c67c8137564d4f2833,992922c368489d3a4ba132002f819b89f98582d8a5566b162f20da43d3078039494326382ee9c9d9c622f5e71f60222cc85aea40c34c9ae4a6dd776074fe1961
Excitebike,=,VS. Excitebike,=,excitebike,USA,1985-02,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:racing:sports>motocross #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:excitebk>excitebko,949fc8db744b64f5cd06513492f38cfa,920365651247776dc4c5c5be6dc16f9a5c29dc60,58a21f43faa4f997b8ef01f14fd23facc59cf12ff01d83c67c8137564d4f2833,992922c368489d3a4ba132002f819b89f98582d8a5566b162f20da43d3078039494326382ee9c9d9c622f5e71f60222cc85aea40c34c9ae4a6dd776074fe1961
Excitebike,=,VS. Excitebike,=,excitebike,USA,1985,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:racing:sports>motocross #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:excitebk,949fc8db744b64f5cd06513492f38cfa,920365651247776dc4c5c5be6dc16f9a5c29dc60,58a21f43faa4f997b8ef01f14fd23facc59cf12ff01d83c67c8137564d4f2833,992922c368489d3a4ba132002f819b89f98582d8a5566b162f20da43d3078039494326382ee9c9d9c622f5e71f60222cc85aea40c34c9ae4a6dd776074fe1961
F-Zero,=,F-Zero,=,fzero,USA,1991,Nintendo,Nintendo,#input:joystick>8:buttons>6 #players:1 #genre:racing #arcadeboard:nintendo>nss #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_fzer,156bb6397beee69bd7530372f001a227,df144c8d2af262f9213527384bc702658c8d3beb,be99feb6a58b20c91c10709e2212047ab18da728bcf3ac9d1313c23824c275ad,70a1e154ef983359f8d0d866b2a4c552ceb48e2488b1d86186fa80279b56b532baebbee1b2fad5dcc4091ad52dcc97edaf146f460dd70d71e2b996f1de464291
Family Tennis,ファミリーテニス,Family Tennis,ファミリーテニス,familytennis,Japan,1987-12,NAMCO Piccari Club,NAMCO,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>tennis #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:ja,,,,
Fester's Quest,Uncle Fester's Quest: The Addams Family,Fester's Quest,=,festersquest,USA,1989,Sunsoft,Sunsoft,#input:joystick>8:buttons>2 #players:1 #genre:action>runandgun:adventure #arcadeboard:nintendo>pc10 #based #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_ftqst,128d23220323177dce8954f81e16b669,c94612b0df93f1da96ab73cf99c73980890352e1,dc4f5e929475634abc0968faac31526c5f2515ee271679d1f4a1a2c51046786d,ecf1c9e1c8c46302314f59994cfc235144cb997d8abe9ebe2138e9c4e7bd6eaebea353dc5eafdc157ba27c891acae4b017fd26d5930f31b98db4e782e3279265
Freedom Force,=,VS. Freedom Force,=,freedomforce,USA,1988-03,Sunsoft,Nintendo,#input:lightgun:buttons>1 #players:2:alt #genre:shooting>gallery #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:vsfdf,588042622dd95e070051b053346afa25,135970a65c6d9d95cc73188d4afbf5cec85a93d7,31335dc57b5bfe83f962136bbd0944ae010f0a67595dc3c246806f4ce9036583,ff89ddc7996769d3cd6e9830d31544f4b0ba302ab5ae1967ae7ab7a87aded2695d3dd628da9033161dec53cce096467467432ee37cbadcfde5770cdf784d1f94
Gauntlet,=,Gauntlet,=,gauntlet,USA,1989,Tengen,Tengen,#input:joystick>8:buttons>2 #players:2:coop #genre:action #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_gntlt,7cacddfeba1eff097bed9f32f1115378,79968b65c3b202bfdaffe2b9af00284ff994b7d2,88e4df68549c54031286bb7a652f2f16f6ac35fbd3cdfe0e7ea8592418b468a4,00eb4df9884ad0138c535ab9a31c83da9f8d9710d39e156f6283733972a43469e7d311acf37d73ac9205114a02544abb3d9947e031742561a0021e23c0e1dee6
Golf,=,Golf,=,golf,USA,1986,Nintendo/HAL Laboratory,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:nintendo>pc10 #search:feature>mario #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_golf,063462acd6771a3137d3696623c9fa68,fa9435e72efaa37a5c42a9485fe4e0b1d3b3ba97,95b7b1743cdc802282180e39228a05cd6b1f07ba1198d2e4725896094a9e2471,e66020f9004a5780e096d80b48479dc3edc12ffa02f20177565b74ef8e97bbad4b9f8118846fc5e6df3e5fccce72dd764f1131ec9ea123cab8d0e04dcfdbdcfa
Gradius,=,Gradius,=,gradius,USA,1986,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_grdus,26536bebf3d421e682f03d34915e03f6,2e1f3fea9afa0e6f56395a3a62698e069c5964e2,f32aa53a2778f010d826b4ea794af108d64926022ed8f2f5084a8f0854ee44ff,4523647193f8182bffd412c838dc8ee3b28ceca481a065b8ca49ecdb3b1a304f77d9aa6ef55e4480fbfc41c0f8994804060f78198b06b6394088fb3e030b40d6
Gradius,=,Gradius,=,gradius,USA,1986,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mamerom:pc_grdus>pc_grdue,26536bebf3d421e682f03d34915e03f6,2e1f3fea9afa0e6f56395a3a62698e069c5964e2,f32aa53a2778f010d826b4ea794af108d64926022ed8f2f5084a8f0854ee44ff,4523647193f8182bffd412c838dc8ee3b28ceca481a065b8ca49ecdb3b1a304f77d9aa6ef55e4480fbfc41c0f8994804060f78198b06b6394088fb3e030b40d6
(HeliFire),=,HeliFire,=,helifire,World,1980-09,Nintendo/Ikegami,Nintendo,#input:joystick>8:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #set:1 #lang:en #mameparent #mamerom:helifire,4cbac18c32ad410583c90fc4950bdcf4,6ce70202d1193559b12b00ac602149482852a278,04351f138e62292c98e6a7cd447733e13a080fc2fc6de2bfa57173e523470926,a7cd900d136a186216f89bacbd72a4f7398be84e360bb85089a2aac22607209aad37c98f1cc2bc866edfad32ef0aa956ff9b9b1f2f5b251fdd5d3b1206e82916
(HeliFire),=,HeliFire,=,helifire,World,1980,Nintendo/Ikegami,Nintendo,#input:joystick>8:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #set:2 #lang:en #mamerom:helifire>helifirea,4cbac18c32ad410583c90fc4950bdcf4,6ce70202d1193559b12b00ac602149482852a278,04351f138e62292c98e6a7cd447733e13a080fc2fc6de2bfa57173e523470926,a7cd900d136a186216f89bacbd72a4f7398be84e360bb85089a2aac22607209aad37c98f1cc2bc866edfad32ef0aa956ff9b9b1f2f5b251fdd5d3b1206e82916
Hogan's Alley,=,Hogan's Alley,=,hogansalley,USA,1986,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:shooting>gallery #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_hgaly,3052fdc1b7f7e7fdb913c17cb096d6a8,61f681138d13675382a38fbc7fe3a1e42bb5736c,98b38baeedebd4d130c559adde2dc8c206459bd873eab3918c3e748fe699071b,fb358dbc65643b901541832b2bf5a4564ea3a1c24afaff36ba72803efd4d9b9be2a326d2028a4fdc9a28057453c5d66db866bc7febeb565c5e51df7e9de8e1a8
Hogan's Alley,=,VS. Hogan's Alley,=,hogansalley,USA,1985-05,Nintendo,Nintendo,#input:lightgun:buttons>1 #players:2:vs #genre:shooting>gallery #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:hogalley,ad85dac7280b8ecae2fec02ea8b35415,a929a7292773dc3b13fbeb3dcdbd7d4e6a4ada2f,cfbce77b4023ef0bffa2f1b0b648a1cd522b8a5bdb082c5e4e1b81fbff1baf85,1c84978e6e0985a933492ce7190a9a7ee03efa97004a5f40d2e9b0e99bb85ebf8281b775be4e8b99bb4a56d0a009457d4c884f14a3263f7b767c6b28149b737d
Ice Climber,=,Ice Climber,Ice Climber アイスクライマー,iceclimber,Japan,1985-02,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:coop #genre:action>platformer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:iceclimb,3d18fe3eaa6fec2de81cf292ed06b2a3,f39e33d4757db0179c9d67219e0fd9ca87a1c1da,c3bb729a543e3c7ded0bf1871ef76e4bef0cf69eb103c3755d3adf2d1861708c,96a520e0f3a8ef588c97374c30be60a0ca3176fb3a8a9dcb86dab7d7c76c2cb5ce3ce26e778dc474c47b50af1dc2d871445f9766567a5238c3fcfd85d50a7c3f
Ice Climber,=,VS. Ice Climber,=,iceclimber,USA,1985-10,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:coop #genre:action>platformer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:iceclimb>iceclimba,3d18fe3eaa6fec2de81cf292ed06b2a3,f39e33d4757db0179c9d67219e0fd9ca87a1c1da,c3bb729a543e3c7ded0bf1871ef76e4bef0cf69eb103c3755d3adf2d1861708c,96a520e0f3a8ef588c97374c30be60a0ca3176fb3a8a9dcb86dab7d7c76c2cb5ce3ce26e778dc474c47b50af1dc2d871445f9766567a5238c3fcfd85d50a7c3f
Kung Fu,=,Kung Fu,=,spartanx,USA,1985,Irem,Irem,#input:joystick>8:buttons>2 #players:2:alt #genre:action>hackandslash #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_kngfu,585e8a2d28fe3dc3e58bffae640d35d6,7c49fcca2b491fbf8db662056d7a4dfdf1489279,20d13f0533192f7531833816ad19d54e699cde73a5863c4a8e9038ebbe97b5b2,51bd6cac4ba67d5ed758255146c13c8bca4c32c9c1d53bf19b2bfb14540e47a49432e0e4b1aebf2c3c033a9a1040476c5a3a9dad6036cfaa29ff24d049731208
Lethal Weapon,=,Lethal Weapon,=,lethalweaponsnes,USA,1992,Ocean,Ocean,#input:joystick>8:buttons>6 #players:1 #genre:action>platformer #arcadeboard:nintendo>nss #based:movie #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_lwep,e610bfd1ae0379353371e37f1c46b836,b46d996a61fbc9c19bd916baec65a73bd97cfef5,86c30999630895758394aa55c515b23cf93872ddc22cac06252aa90b3c793ecd,20a56ef8975fc3d118f5ded2cadb4228286cd905827f88891ae2f7f778c55ea9dee3a41bf6084c8125f4faa0b428f3b91fc6980170bfd40c0f61c2d548016a7d
Mach Rider (Endurance Course),=,VS. Mach Rider (Endurance Course),=,machrider,World,1985-08,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:racing>combat #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:nvs_machrider,f24c9a2de3e93dc3589d8bbeaf24cf2c,314f6363f02551583138f4ec4b429386d66edd6e,f55d67ce40da58cb349a39bb102089cb6aa451415bd2c9ca958fdedbde73de8b,9ff1b6d125213e42d23fb6193e586b730e156bc5421c3736778345176aa93edb61c798b93998bbc5b7c77cb51fdb0fc0ead2d4d9c045784a7a73567d5957b78b
Mach Rider (Fighting Course),=,VS. Mach Rider (Fighting Course),=,machrider,World,1985-08,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:racing>combat #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:nvs_machrider>nvs_machridera,f24c9a2de3e93dc3589d8bbeaf24cf2c,314f6363f02551583138f4ec4b429386d66edd6e,f55d67ce40da58cb349a39bb102089cb6aa451415bd2c9ca958fdedbde73de8b,9ff1b6d125213e42d23fb6193e586b730e156bc5421c3736778345176aa93edb61c798b93998bbc5b7c77cb51fdb0fc0ead2d4d9c045784a7a73567d5957b78b
Mario Bros.,=,Mario Bros.,=,mariobrothers,Japan,1983-06-21,Nintendo/Intelligent Systems,Nintendo,#input:joystick>2h:buttons>1 #players:2:coop #genre:action>platformer #arcadeboard:nintendo #search:feature>mario #lang:en #rev:c #mamerom:mario>marioj,0841fb549d2ba5bed02001f15b597662,972297640fb6d662693da819a1f6cc27d9107228,d392d6d94ae17249788261b40cfe7e67e5995b4a5081a143e096eeca41f5f875,d30a25aebd57d453cfcac41eea443a62ff1519f294d1a46ce10fc0f2b349c1e3d406c08998ea73e461e338dc9eb6625fd0bf45140e1add108c36024e2699a1d8
Mario Bros.,=,Mario Bros.,=,mariobrothers,USA,1983,Nintendo/Intelligent Systems,Nintendo,#input:joystick>2h:buttons>1 #players:2:coop #genre:action>platformer #arcadeboard:nintendo #search:feature>mario #lang:en #rev:e #mameparent #mamerom:mario,0841fb549d2ba5bed02001f15b597662,972297640fb6d662693da819a1f6cc27d9107228,d392d6d94ae17249788261b40cfe7e67e5995b4a5081a143e096eeca41f5f875,d30a25aebd57d453cfcac41eea443a62ff1519f294d1a46ce10fc0f2b349c1e3d406c08998ea73e461e338dc9eb6625fd0bf45140e1add108c36024e2699a1d8
Mario Bros.,=,Mario Bros.,=,mariobrothers,USA,1983,Nintendo/Intelligent Systems,Nintendo,#input:joystick>2h:buttons>1 #players:2:coop #genre:action>platformer #arcadeboard:nintendo #search:feature>mario #lang:en #rev:f #mamerom:mario>mariof,0841fb549d2ba5bed02001f15b597662,972297640fb6d662693da819a1f6cc27d9107228,d392d6d94ae17249788261b40cfe7e67e5995b4a5081a143e096eeca41f5f875,d30a25aebd57d453cfcac41eea443a62ff1519f294d1a46ce10fc0f2b349c1e3d406c08998ea73e461e338dc9eb6625fd0bf45140e1add108c36024e2699a1d8
