Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Super Tennis,=,Super Tennis,=,supertennisworldcircuit,USA,1991,TOSE,Nintendo,#input:joystick>8:buttons>6 #players:2:coop:vs #genre:sports>tennis #arcadeboard:nintendo>nss #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_sten,0de58a87ef51bade72758bba81ae2f4b,19c2351ef2a9023b2abcfae77fa7b4c9a22d2cee,dca7c23434f2e83b2d96ae69e3415816378986b96e3c7b9ec521763a06e78fa6,51e965e655bad8294da0e36238e7240843ec2e959069f75ad84269f5e23010f852280e99ec791e32a84a656d3ea354e4c3a7ac4a90a1dd2838d79ab67dc02ac9
Super Xevious: Gump no Nazo,Super Xevious ガンプの謎,Super Xevious: Gump no Nazo,Super Xevious ガンプの謎,superxeviousgumpnonazo,Japan,1986-09,NAMCO/TOSE,NAMCO,#input:joystick>8:buttons>2 #players:1 #genre:shmup>v #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:supxevs,96709dc9f2e3b6258f9a3607b80bb6ec,10cd44eba55dc01810d4e1bf683f9bb5d5d3044c,6159df5cd3b4d4307a9cf98339c217e800b8406a3f3d63e0540a9548b9067259,016d1b43a00516e17588a8b0a719b912fe5ba3f8c072122c3bb6839878f2a10af46988a96b4acdfc06cb0b1dad3d4d9a95977973beb56d0053b907de7bbbd35e
Tecmo Bowl,=,Tecmo Bowl,=,tecmobowl,USA,1989,Tecmo,Tecmo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>football #save:password #arcadeboard:nintendo>pc10 #search:keyword>official #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_tbowl,f32b8ab5f0a8f8088402ba74e223830b,60342a19755963c50ca0454a188467aba1792584,ab806f227dfd621681c407f0af36f1a429e52acec1bc29aa51c5a6174c37fcdd,70420b9693c38b94bf462559fc31ee04e004a46932b9a24755e158a55fa3fa141f98bd1184b3e9d148c9960b7aba9c1bbfa6b157599e13d031d061f484c66387
Teenage Mutant Ninja Turtles,=,Teenage Mutant Ninja Turtles,=,gekikameninjaden,USA,1989,Konami,Konami,#input:joystick>8:buttons>2 #players:1 #genre:action #arcadeboard:nintendo>pc10 #based:tmnt #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_tmnt,2297e77cf580542caaeec290f2e79f6b,1335bb2213cbb7dd74f6429145de9d969329e402,4242baff1d744c1a0ad4bfe447ea4093eda88fc40ba08c921e75ec79654b2451,32b425cca0accf792cacb347521359d3659a177d5467d30c5a521bde583abc8a1ec593dbf0f17b37cf24ee341585a841bda67ca05c6f3e531e25bf6b76eac50c
Teenage Mutant Ninja Turtles II: The Arcade Game,=,Teenage Mutant Ninja Turtles 2,=,tmntsuperkameninja,USA,1990,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:brawler #arcadeboard:nintendo>pc10 #based:tmnt #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_tmnt2,68c094dac49dadac0da97371112bd149,44a46415dec76a7e3fc5bc1c913558be313d1ce3,4ccf7be5bcc88b8661d4406c6910f996b016347be97c03bc9e3fc0831e4be19b,f2cb284f506c486d308c507737be1c68dd5fdeddf3960d88b025c964d1104bfc519cc37a23db6313c6e85393b00a1224e04974b290c824694ee9c9b884ec1896
Tennis,=,Tennis,=,tennis,USA,1986,Nintendo/Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:2:coop #genre:sports>tennis #arcadeboard:nintendo>pc10 #search:feature>mario #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_tenis,625f6d2912f555c8ec1c45cf5712286c,e657dfeedb9b20903c477aa699f6d3e887b3a2ca,bb9ad1ef10f15773dbcbfeb140451fcffd99eae0cacc5cb354878179ad759204,4871341bf814639b907bbcee7d4016d6cdc9761f330130c7eb56251fd5ead55507658b81a8dd1d605c8e64b4a2a489802c57d6bdc85bec0555f26acd8d3e596c
The Addams Family,=,The Addams Family,=,theaddamsfamily,USA,1992,Ocean,Ocean,#input:joystick>8:buttons>6 #players:1 #genre:action>platformer #save:password #arcadeboard:nintendo>nss #based:movie #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_adam,fcfc5f70a7202f7d3da64124182d0425,5f21c0b93cab547c79b9c6449401701060d7d64b,315734142ea5810573da7bee671891adcbf738510f3f94e6beaefb2081c96b3a,8ec2e5d1dc485811bc05f7b5beec9001fbce2d8e9d4170647181d433180e8b9c8671b54200ff935d2ea9b03e3a2864c6074028fab2ee3704cfe8fbed88f8cf7c
The Goonies,=,The Goonies,=,thegoonies,USA,1986,Konami,Konami,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #based:movie #lang:en #mameparent #mamerom:pc_goons,6588745634f5a8193f96f9959f95ce0f,8035cec5f0101a1b67c477a9e9df5e3b8dda1d6e,7ce1f678827368910a4cd52362f02fb29d75c690841d05cb8eb67514daa23479,a2465065c58fdd69384abe427f4828c380c58f1abb95d97c872286d91dc7cc30c48d7a52bf59ac2133c66a81496664b659ff0f764def0482cff593b90ca2e22c
The Irem Skins Game,=,The Irem Skins Game,=,majortitle,USA,1992,Irem,Irem,#input:joystick>8:buttons>6 #players:1 #genre:sports>golf #arcadeboard:nintendo>nss #port:arcade:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_skin,7052a0ece6e8265132b015f1a9010136,bc90a9cda33e64215cf8dff4bfa4e6bcf6009eda,7de26fc3888d5b7e9a40ac7f2a76f14be542c7b29c9bc913d8c5effbfd667dc9,88cc48e2cc81605b39d9b946d4b7bc03b773424619055b11fa37725786e12f33dcb704353fa58e28f4a2f4b7cf2177db43731c431e5893015310bcc8584dc58f
The Quest of Ki,=,The Quest of Ki: Ki no Bōken,VS. The Quest of Ki カイの冒険,thequestofki,Japan,1988,Game Studio,NAMCO,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:ja,,,,
The Tower of Babel,=,Babel no Tō,Babel バベルの塔,babel,Japan,1986,NAMCO,NAMCO,#input:joystick>8:buttons>2 #players:1 #genre:action:puzzle #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en,,,,
Tiny Toon Adventures,=,Tiny Toon Adventures,=,tinytoonadventures,USA,1991,Konami,Konami,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #based:looneytunes #lang:en #unfinished:proto #mameparent #mamerom:pc_ttoon,d34f7c8ec17a1e81e453657a07e7a7b3,f10c39cf1d386f81442f9d0456a2d9cadccaf638,29c1edf1471baf0aaa5fce263436c440ac2e2e29da5eb701fe6b866036571a84,07f8ab1a5907b2030671ea12f6a18382cc1aaf1a00aeb8c63552774fbd8d4e0655fc429ed9d9a560252109f5c6bb271e6756002d7ef56c110363f8339aab6b06
Track & Field,=,Track and Field,=,hyperolympic,USA,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>decathlon #arcadeboard:nintendo>pc10 #port::arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_tkfld,64a09119d1d72f12717dfcd2fc9a327b,0201a82c78013d7abcd7a999d2c4594cb395c855,1f2e8db92ea53d8801fd34bebe05794395e54bbfd5891129e9df96ae6d008a31,a0cd83a5d25582bde251aa9b299c7e7d28f30ac92618551e5980465bd43491eb2be612e668433b43346188c19e606d8c20a51bc56c9120408441bfda402485ff
Trojan,=,Trojan,=,tatakainobanka,USA,1987,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:2:vs:alt #genre:action>platformer #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_trjan,98de3912c7184744ef00c84b7f08deb0,ef015db11bd30051b1789cf551f8e3a2c9397e37,e071c678da0adad1307039c7ba8b4fd857c0bcc98507b0b8dd5b4ee201c55437,ab68ff431e4e7744f2dfa05654a2473fb16d5187e1ea00e9ed3f6fbc9b24578e270adc8845d84e98be2028f037e4459b5725e05fb30b3178f9fd2ba6f3acb252
Urban Champion,,VS. Urban Champion,=,urbanchampion,World,1984-12,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:fighting #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en,,,,
Valkyrie no Bōken: Toki no Kagi Densetsu,ワルキューレの冒険 時の鍵伝説,Valkyrie no Bōken: Toki no Kagi Densetsu,ワルキューレの冒険 時の鍵伝説,valkyrienoboukentokinokagidensetsu,Japan,1986,NAMCO,NAMCO,#input:joystick>8:buttons>2 #players:1 #genre:rpg>a #arcadeboard:nintendo>famicom #lang:ja,,,,
Volley Ball,=,Volleyball,=,volleyball,USA,1987,Nintendo/Pax Softnica,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>volleyball #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_vball,02620c1a07a5d60c782f1cdefcc40c60,f5ca683c8ce5c93cf2ad8dd224714dfa37df96b4,6a91dcfd0a05e82d6252adba89f85bf958ecfb415101efdef583273a2a8f2e44,61321ba5821e5711c3f02017a698195331d8924a3d8f042d9b8c0f4731799e6927846b5fcbc2cfb7b4f11a5b02c4c5baca84851c2c2083c9f6a2b410d9ae4703
VS. Balloon Fight,=,VS. Balloon Fight,VS. Balloon Fight VS.バルンファイト,balloonfight,World,1984-09,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:action #arcadeboard:nintendo>vssystem #lang:en #mameparent #mamerom:balonfgt,c8c42ee2483f194e3f958453a1e0390d,a2aded49933d6d1bc9e2824ffd7153aed9297ebe,b5618cb68d388dc36bdf69da92c2d707cd0fc30a15246a66822bb2cdb24470c2,0b1c8e809acc6c454c18470da58195bef3b3c97089c0eb948931009e4b0fa8386ee3187a5fcca7a8c0e9621d5b10a324ffd6141892ab2ad335a5a92bfbed2281
VS. Base Ball,=,VS. Baseball,=,baseball,Japan,1984-05-01,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #set:1 #lang:en #mamerom:vsbball>vsbballjb,6ad37ee15990afbf3ba26356f035902d,703f5fb8e1b36c7378757fdfeea4809218081e62,1e3d5a716b2ef3402ac2fb6e56e78623909d7acdf7495c713e88a838111b7e24,42461dcb756ab0de94f92232e5f431f730102d690f64dae17ead003394ae12277b934699113c1f6a78b1c4f74f0a6052ed324beb7f485466c4ca968c0d46196b
VS. Base Ball,=,VS. Baseball,=,baseball,Japan,1984,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #set:2 #lang:en #mamerom:vsbball>vsbballja,6ad37ee15990afbf3ba26356f035902d,703f5fb8e1b36c7378757fdfeea4809218081e62,1e3d5a716b2ef3402ac2fb6e56e78623909d7acdf7495c713e88a838111b7e24,42461dcb756ab0de94f92232e5f431f730102d690f64dae17ead003394ae12277b934699113c1f6a78b1c4f74f0a6052ed324beb7f485466c4ca968c0d46196b
VS. Base Ball,=,VS. Baseball,=,baseball,Japan,1984,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #set:3 #lang:en #mamerom:vsbball>vsbballj,6ad37ee15990afbf3ba26356f035902d,703f5fb8e1b36c7378757fdfeea4809218081e62,1e3d5a716b2ef3402ac2fb6e56e78623909d7acdf7495c713e88a838111b7e24,42461dcb756ab0de94f92232e5f431f730102d690f64dae17ead003394ae12277b934699113c1f6a78b1c4f74f0a6052ed324beb7f485466c4ca968c0d46196b
VS. Base Ball,=,VS. Baseball,=,baseball,USA,1984-07,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #set:1 #lang:en #mameparent #mamerom:vsbball,6ad37ee15990afbf3ba26356f035902d,703f5fb8e1b36c7378757fdfeea4809218081e62,1e3d5a716b2ef3402ac2fb6e56e78623909d7acdf7495c713e88a838111b7e24,42461dcb756ab0de94f92232e5f431f730102d690f64dae17ead003394ae12277b934699113c1f6a78b1c4f74f0a6052ed324beb7f485466c4ca968c0d46196b
VS. Castlevania,=,VS. Castlevania,=,akumajoudracula,USA,1987-04,Konami,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>vssystem #search:franchise>castlevania:feature>dracula #port:nintendo>famicom #lang:en #mameparent #mamerom:cstlevna,73759611ba4eaaa3c8438bfeb68a14cb,c9247cc9e0371672ef638fce4db5c58e6adb4d36,91ac503ca81fb1556fbad5451e77dd8d1fc3a18611caf84d4997789aff547d47,9e8697f0c046fd1961b7e15e79ce58ce52891f8596d819e5cfa5ea7db00662fa5b2f41c0fa3924210c6824c2ba2e5e02752f0b24124d22eff61cee9aa1fa9945
VS. Gradius,=,VS. Gradius,=,gradius,USA,1986-11,Konami,Nintendo,#players:2:alt #genre:shmup>h #arcadeboard:nintendo>vssystem #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:vsgradus,d9e569378f9bd77f929f2edda145e8fa,eb9e7b0e815c0239f7963967408ab8fb788b96f4,b725a4c4c15bf3ad9087a944ee5c29d8526111dca7656230148ce56147b98b93,dbe39665f176bb9b46f55dabd97bf43b15a123acb0d4c7c995584fb0fde5a221bd397732cf81f3c0a456d165b619a07e655bffa7dc5adf3236142d62bd6c95bb
VS. Gumshoe,=,VS. Gumshoe,=,gumshoe,USA,1986-05,Nintendo,Nintendo,#input:lightgun:buttons>1 #players:1 #genre:shooting>gallery:action>platformer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:vsgshoe,71f7f29eceef390433e25fc1a39fd61f,b32c580ee8313bcd3306becedad1c60da167e029,e4ff5bbf29f01bf50c0c2f59007dfd24db4bf8152cc0d23f3609d42ac4bcc69e,32b473b4774ddba52c4db02e282acc0f20b085025759df994d75f7b5e153aa57460c7cb276f3c911e8e36221301f9b9c20f399fbadc42570745e062587dc3403
VS. Mahjong,VS.麻雀,VS. Mahjong,VS.麻雀,mahjong,Japan,1984-02,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:board>mahjong #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:ja #mameparent #mamerom:vsmahjng,22033375f6b5523711ed33a038442127,5732ab87729de293a306862c216ecfa802a7ec21,012c30c4ae53ebcd95fc0a43e2071eea95107d2e50818f3c08de2f79793bb1c5,40ff3bab5edd6f5b76e6a87fe2ef8cc205487d33723b958663851f7b0a030ddf7118ff79c7c48576127f9829e7a9fdf19bf6e4436ceb590da52951961608ae06
VS. Slalom,=,VS. Slalom,=,slalom,USA,1986-10,Rare,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:racing:sports>skiing #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:vsslalom,21d83b8ab370c671f54a1c82eb4cd4ce,7dabf9276407e23626616698cfc5cfdf82e0f6f6,98906dddcc62428618f0ce1e4a4875684cdef00a1d45aa4f0154408b5bbc594b,91518ceb977e1f66d63113be7179d66c40e986b79366041e2e34ab3e20902e5bd3fcd98e5b60b21a9a6737d24af89f401dfa41ce48c597cfd423c306b95f0583
VS. Super Mario Bros.,=,VS. Super Mario Bros.,=,supermariobros,USA,1986-02,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mameparent #mamerom:suprmrio,c1f35e14e4878c35116209c99e89246e,70e284ed51c4d352fbe0e1a25371f2cffcb71a14,a12d133984fe7d44500151df57b64962830f649ceeaadbcfcb6bf09558911d43,5ccd4676c778bf7b6e4c5eece1ea618f0570b81216403babd9efeabcd8c79d02e5f6faf0e739b066c370072594f07aef34b0360f6ce6247ab8b488670a30fdc9
VS. Super Mario Bros. (Hard),=,VS. Super Mario Bros. (Hard),=,supermariobros,USA,1986,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mamerom:suprmrio>suprmrioa,c1f35e14e4878c35116209c99e89246e,70e284ed51c4d352fbe0e1a25371f2cffcb71a14,a12d133984fe7d44500151df57b64962830f649ceeaadbcfcb6bf09558911d43,5ccd4676c778bf7b6e4c5eece1ea618f0570b81216403babd9efeabcd8c79d02e5f6faf0e739b066c370072594f07aef34b0360f6ce6247ab8b488670a30fdc9
VS. Super Mario Bros.,=,VS. Super Mario Bros.,=,supermariobros,USA,1986,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #set:1 #lang:en #unlicensed>bootleg #mamerom:suprmrio>suprmriobl,c1f35e14e4878c35116209c99e89246e,70e284ed51c4d352fbe0e1a25371f2cffcb71a14,a12d133984fe7d44500151df57b64962830f649ceeaadbcfcb6bf09558911d43,5ccd4676c778bf7b6e4c5eece1ea618f0570b81216403babd9efeabcd8c79d02e5f6faf0e739b066c370072594f07aef34b0360f6ce6247ab8b488670a30fdc9
VS. Super Mario Bros.,=,VS. Super Mario Bros.,=,supermariobros,USA,1986,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #set:2 #lang:en #unlicensed>bootleg #mamerom:suprmrio>suprmriob2,c1f35e14e4878c35116209c99e89246e,70e284ed51c4d352fbe0e1a25371f2cffcb71a14,a12d133984fe7d44500151df57b64962830f649ceeaadbcfcb6bf09558911d43,5ccd4676c778bf7b6e4c5eece1ea618f0570b81216403babd9efeabcd8c79d02e5f6faf0e739b066c370072594f07aef34b0360f6ce6247ab8b488670a30fdc9
(Skate Kid Bros.),=,(Skate Kid Bros.),=,supermariobros,USA,1988,Nintendo/SRD,Two-Bit Score,#input:joystick>8:buttons>2 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #unlicensed>hack #mamerom:suprmrio>skatekds,c1f35e14e4878c35116209c99e89246e,70e284ed51c4d352fbe0e1a25371f2cffcb71a14,a12d133984fe7d44500151df57b64962830f649ceeaadbcfcb6bf09558911d43,5ccd4676c778bf7b6e4c5eece1ea618f0570b81216403babd9efeabcd8c79d02e5f6faf0e739b066c370072594f07aef34b0360f6ce6247ab8b488670a30fdc9
VS. T.K.O. Boxing,=,VS. T.K.O. Boxing,=,kingofboxer,USA,1987-10,Sakata SAS,Data East,#input:joystick>8:buttons>2 #players:2:vs #genre:fighting:sports>boxing #arcadeboard:nintendo>vssystem #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:tkoboxng,330a3cc370113ab352bba4101f0cdef1,a035964d1332d6d8763ccd2262a3f9913b328544,d41557a6da2e6f05955e7b914bde48cb2c66958e3a51a80787adbd6f616a5cfd,33906b504469b97c753c4511c33b8d9dbc22be84b2cfcb8d04232ec61b17024c118792cac9ebd466cfd1cdf099bba462de01381be7869169bdc45463dba1866e
VS. Tennis,=,VS. Tennis,=,tennis,World,1984-02,Nintendo/Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:4:coop:vs #genre:sports>tennis #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mameparent #mamerom:vstennis,8efc3fb42270dab83e784d3001858675,0f297c7b4151a725066b8927bf0e4d1808ab7d73,df3053bfdb15b3127756d6b2f0909251eb4598d1a2fa9b43dbac4e4f5f12a94b,28372eb766ac0a035f1ebf99960fc6c38038ed8e0d38d085d4eb2ba8e0185f3127d9f0380f298cce0adc9b19103374d2caa6f7390065ce7e16376a50b2c1dd39
VS. Tennis,=,VS. Tennis,=,tennis,World,1984,Nintendo/Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:4:coop:vs #genre:sports>tennis #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #set:2 #lang:en #mamerom:vstennis>vstennisa,8efc3fb42270dab83e784d3001858675,0f297c7b4151a725066b8927bf0e4d1808ab7d73,df3053bfdb15b3127756d6b2f0909251eb4598d1a2fa9b43dbac4e4f5f12a94b,28372eb766ac0a035f1ebf99960fc6c38038ed8e0d38d085d4eb2ba8e0185f3127d9f0380f298cce0adc9b19103374d2caa6f7390065ce7e16376a50b2c1dd39
VS. Tennis,=,VS. Tennis,=,tennis,World,1984,Nintendo/Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:4:coop:vs #genre:sports>tennis #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #set:3 #lang:en #mamerom:vstennis>vstennisb,8efc3fb42270dab83e784d3001858675,0f297c7b4151a725066b8927bf0e4d1808ab7d73,df3053bfdb15b3127756d6b2f0909251eb4598d1a2fa9b43dbac4e4f5f12a94b,28372eb766ac0a035f1ebf99960fc6c38038ed8e0d38d085d4eb2ba8e0185f3127d9f0380f298cce0adc9b19103374d2caa6f7390065ce7e16376a50b2c1dd39
VS. The Goonies,=,VS. The Goonies,=,thegoonies,USA,1986-11,Konami,Konami,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>vssystem #based:movie #port:nintendo>disksystem #lang:en #mameparent #mamerom:goonies,3872058086041729ce3eb857814eb90e,692d17c31ee7710f2d3f43e635b9a7937cd40fe0,4866bee6397253c0033df9605b2dc414571c3273941410109b82cd5da0005fa2,c65cf589c429726550b49703681afc29552c26263c632cf2cb1a94862b50f23c4f2454d05b86169987092af9120f45fa6f72a455b41576d54caead005edb5e90
VS. Top Gun,=,VS. Top Gun,=,topgun,USA,1988-03,Konami,Konami,#input:joystick>8:buttons>2 #players:1 #genre:sim>flight:shooting>gallery #arcadeboard:nintendo>vssystem #based:movie #port:nintendo>famicom #lang:en #mameparent #mamerom:topgun,2c28ff26c975af03173ff2e2a2eeb074,13a6df4453018f36e79d71c5f13aea8dfa88e3f4,b5de9a0eec9ba743189e055787b4c1a1c76948f842b402e906669f93935ef98b,46126db43a4a660684e96939207d23ca4e7e10524134a136f6e8567976c101a5cacbf5c8f53ec4c783fd3dabad4c0a09f35096f5146e631158ae56bcd3caf114
VS. Wrecking Crew,=,VS. Wrecking Crew,VS. Wrecking Crew VS.レッキングクルー,wreckingcrew,World,1984-07-26,Nintendo/Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:action #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mameparent #mamerom:wrecking,cb2e499b1582f397e54487f61de71b66,8d5bbcb5067bcf1a93e70a03b0d128cefff7eec8,1f9bd0f06a56c08dac2f623b3d88131627a7e8fecd67634efcbf25feaa94bd1b,ec0184704f36a77d011a968d30f02c108c3f8654aeca8c46759fd74dfdb0bbab8aeb3b99503bed9104c9b9f079eb1b687188cde378bb6971693254a546f421fd
Wild Gunman,=,Wild Gunman,=,wildgunman,USA,1986,Nintendo,Nintendo,#input:lightgun:buttons>1 #players:1 #genre:shooting>gallery #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_wgnmn,703788e801345477885447809834785e,49d0756af3c5ab275ead561fadc2182ae6513efb,e20c3ead732960640d62c199c98d632e31cb3aa0ae1c008672c442089985a9cc,01b6afc5b84f80453e4393795cd4930493aaf48cea17e9a70555373161929723cfb390d6196a136135e9c58b32e252a741d1b15a2ace3f9a3d6c267ddd47350f
Yo! Noid,=,Yo! Noid,=,kamennoninjahanamaru,USA,1990,Now Production,CAPCOM,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer:sim>cardgame #arcadeboard:nintendo>pc10 #search:keyword>brand #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_ynoid,3982795a8b26250286ffb103e84e4c48,38eedf271931681eff76ea91a29ed721f6c7521a,4d82ab04e17932721b0ec97f1b10eda6a3528e4bfaea799a7d3ee631df7350ed,9b8789f4788c4aa131af8e66f73c8a029ed2e6e994bc14d6a0efb422d95ba8e6b47d1365adfce81be7bfa5e98418e3aa360e6c7db9e02f4c5c493387792050dd
