Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Pairs: Dennō Shinkei Suijaku,Pairs 電脳神経衰弱,Pairs: Dennō Shinkei Suijaku,Pairs ペアーズ 電脳神経衰弱,pairsdennoushinkeisuijaku,Japan,1989-08-26,System Ten,System Ten,#input:joystick>4:buttons>2 #players:2:coop #genre:puzzle #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #unlicensed:bootleg #mamerom:pairsnb>pairsten,f353754f03114679eae36e287daff2f1,ac8efc7e415f037aa4bbd5c1afd24f6bc6d2b22a,7e2ade39f9350f9f66b26a66c14c300910d6da6ae7b33bcbca86f1f4b6e69d54,03e7228235fe582d8675b51f20f758817bbb2da7f3aa4b13ca8289b465423c8e98c9bd7d059bedcdc7183b08667010cffcebd0266da8c28ad7a3c494a2a5726e
Pastel Gal,=,Pastel Gal,Pastel Gal パステルギャル,pastelgal,Japan,1985-12-24,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:pastelg,fa8d9aa7eed37e0540493089eca53472,2dbf7481bf22fb4d75f21632ee5a65c434c88344,f9a75d68795d05c4af1e0a447c1f0530691a0ba1b7795e12176b46184327e1da,4da5ad30e7b46e66adc2553cf6ad3387ee52c5c212e656db38b362485e31b503d19f2bcfee8bba7b54f4cc08476be89b5b1eb4d894d75fae4370a4a2a2789b20
Quiz Mahjong! Hayaku Yatteyo,クイズ麻雀!　早くヤッてよ,Quiz Mahjong! Hayaku Yatteyo,クイズ麻雀!　早くヤッてよ,quizmahjonghayakuyatteyo,Japan,1991-05,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:quiz #arcadeboard:nichibutsu #lang:ja #mameparent #mamerom:qmhayaku,e743439db72d3e2499ad220d5c3bd57e,429ca3918b8a8548ade0864e82f23a68ee450751,6554db0883ba05275c75527578752c0fc1b663f5d051773eda095c260910c8b6,f48ffa977a8272642e14d7df94c4990304e4430597f20d6ccec5db7091c4950a6fccacc37fe20c8036158f831fc03af1a820ae143a713c08f1c8eb88ddfe500c
Radical Radial,=,Radical Radial,Radical Radial ラジカル　ラジアル,radicalradial,Japan,1982-09,Logitec,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:nichibutsu #lang:en #mamerom:radrad>radradj,5c6143cf7a9f44093230e559325a7f8f,e0f405a7d7c3c755ecaeba33e0060ac0415f37cb,36907f7462fde820b0f5afaa430732ad973b242cd95fa89e000e2aff8ab03744,9571e294f8022b99a5d9525514b8f90b69d32f055045ba4dec92d4cea3333ad96536892ba3b1cbcbd1cf320ccbafc74a2f420221c5645d01f388722177e68d1d
Radical Radial,=,Radical Radial,=,radicalradial,USA,1982,Logitec,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:nichibutsu #lang:en #mameparent #mamerom:radrad,5c6143cf7a9f44093230e559325a7f8f,e0f405a7d7c3c755ecaeba33e0060ac0415f37cb,36907f7462fde820b0f5afaa430732ad973b242cd95fa89e000e2aff8ab03744,9571e294f8022b99a5d9525514b8f90b69d32f055045ba4dec92d4cea3333ad96536892ba3b1cbcbd1cf320ccbafc74a2f420221c5645d01f388722177e68d1d
Roller Jammer,=,Roller Jammer,=,rollerjammer,USA,1984,Alice,Nichibutsu,#input:joystick>8:buttons>3 #players:2:alt #genre:racing>combat #arcadeboard:nichibutsu #lang:en #mameparent #mamerom:rjammer,01e34047e3dd2995c1fd53547be573d3,3efbbf2fc5cde46dc6c599a4aa83783c6b786e0a,0c0e977f3c85be5d629a284e44fe86d8156e90d00a68f6baacef75f56e7e7163,098caf6f13c17a482b11234c5229c3c2c372523f9445b4e0b00771059705d89d6d38f12971ed15f17ef9e56a29b54eb2519cd529ac2975cbb7289d052d0b64d1
Rolling Crash / Moon Base,=,2in1: Rolling Crash,2in1: Rolling Crash ローリング・クラッシュ,rollingcrash,World,1979-10,Nihon Bussan/Jorudan,Nichibutsu,#input:joystick>2h:buttons>1 #players:2:alt #genre:action>maze:shmup #arcadeboard:nichibutsu #search:tate>ccw #compilation:rollingcrash:moonbase #lang:en #mameparent #mamerom:rollingc,b144c92a4c42726e3baee3e701b37916,e8d90f8b7429a8ea89bd60352877dd1566b9df38,c0ad1f06ca04886c6d4b596dcbc2ae8d4c9ed258e3bc5b57b0f2f6775a80e788,a3db15c46d6c0aa8f9ad0ad69502cae44e8bef9e94b57591c86c5ae446cd22790ec400ead2f884790b3360ee869b79795d74e44b26e37c1b5f243412680d840b
Royal Card,=,Royal Card,Royal Card ロイアルカード,royalcard,Japan,1985,Amusement,Amusement,#input:buttons>5 #players:1 #genre:board>cards #arcadeboard:nichibutsu #search:keyword>strip #lang:en #mameparent #mamerom:roylcrdn,23cba1592a09a9034e4de93d7ab96317,8e7f93d4ee3c8321f7342650ebaa626863af49ba,4fb9bc1d22780867acabf4caad8aeab8d0bebff0077721ee6cdf94aefc98411d,e4a85cbf4dcf7c52c34e5b74dde2b73e25d54345edb19c6f52db61ff5286bea9207723974e15bed37920d3dda5e32a63f077009e6d958c97654c623ad55057a9
Royal Card Part-Two,=,Royal Card Part-Two,=,royalcard,Japan,1982,Miki,Miki,#input:buttons>5 #players:1 #genre:board>cards #arcadeboard:nichibutsu #search:keyword>strip #lang:en #mamerom:roylcrdn>roylcrdna,23cba1592a09a9034e4de93d7ab96317,8e7f93d4ee3c8321f7342650ebaa626863af49ba,4fb9bc1d22780867acabf4caad8aeab8d0bebff0077721ee6cdf94aefc98411d,e4a85cbf4dcf7c52c34e5b74dde2b73e25d54345edb19c6f52db61ff5286bea9207723974e15bed37920d3dda5e32a63f077009e6d958c97654c623ad55057a9
Royal Night,=,Royal Night,Royal Night ロイアルナイト,royalnight,Japan,1984-02-20,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:ngtbunny>royalngt,b262d9c2467219baabd5308aa860e028,2ca3102e0ab0358f942c1bf9f64c78e6d63e72b8,001e2cc578b9bc3fc07808bb86bf91bcaca7d4ca37f03c03a7631aa942e9b818,10c5247bbbd5d39f31cb3e4ddf67bf845780951e3770a8f4a8deabd664cc2cb0e410e5b25ce5e68535c78e4512b508ef85258a87cefa68c5a62ea38ffb120cdc
Royal Queen,=,Royal Queen,Royal Queen ロイアルクイーン,royalqueen,Japan,1984-10-10,Royal Denshi,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:royalqn,0f1bad416730caa639689e810a4f4ae7,f5e23dfbf67a7a1d88f79f3e62afbe42eac3eb16,a2e2f72814aca23fed198fb38d5f984512d7011391fe7dc750cfe94d2878c4e2,5e39d75c1a85308ab178e77796a0e99a20b9bafb5a580d283d36b6521ae1c51f65af51daf08a575defb8ddfdd2dc95ebdd9cb525676fcb95b7f8bf57e0252a9c
Ryūha,流派,Ryūha,流派,ryuuha,Japan,1987-10-27,Central Denshi,Central Denshi,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:iemoto>ryuuha,fba05b9535b968846aa62f5e18c99f18,c6e9f06bc2763b1060b4ff10cd71bd7263dde6c2,36ebdabd59078f939f940811ed43c5a0c632caddb4b1fbf8cd7638c9aaabbe9e,50fc290e7ebe45203ab4740fece98d724d19bd81315729221879d3af5af6ca3ca4ad56c5567537d8512e4405adaf8aa332844e1d20987af28636a6cef78e468b
San'nin Mahjong,三人マージャン,San'nin Mahjong,三人マージャン,sanninmahjong,Japan,1983,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja,,,,
Scandal Mahjong,スキャンダル麻雀,Scandal Mahjong,スキャンダル麻雀,scandalmahjong,Japan,1989-02-13,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:scandal,7aa6a25359c53d2b6ba71f016bf49466,5271b973a9277abc4098f6223553c4b71b48818b,768e37bc4749af571c10c0946f9d6f9dad8499ff84191db73effda2261fd1ffc,0a48729197aef658f293fa26368eff179f99802e490cef0797a9208e3871133fe8064bc895bb43c22304d018ccf638d77ebac033e6fb6b87eea3d3e2d890af7d
Scandal Mahjong,スキャンダル麻雀,Scandal Mahjong,スキャンダル麻雀,scandalmahjong,Japan,1989-02-17,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:scandal>scandalm,7aa6a25359c53d2b6ba71f016bf49466,5271b973a9277abc4098f6223553c4b71b48818b,768e37bc4749af571c10c0946f9d6f9dad8499ff84191db73effda2261fd1ffc,0a48729197aef658f293fa26368eff179f99802e490cef0797a9208e3871133fe8064bc895bb43c22304d018ccf638d77ebac033e6fb6b87eea3d3e2d890af7d
Second Love,=,Second Love,Second Love セカンドラブ,secondlove,Japan,1986-12-01,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:secolove,cdd83225423e448b311c80eadda3ea8c,93bccb0674fd33b31860c31c58e9f0b3f9c5cab5,f5c3511a40c0a7a289e62b080174c8616832435fc8b2932c46000504ac1e6d3d,461652dd77fee1ddaa18a351c1b4b14268a1d51bd9fed3e44e7517a7feb4ddc79638e11b0043bfb244c55f1fd65d479fc0874d1907499227b0b4393a8115fc78
Sector Zone,=,Sector Zone,Sector Zone セクターゾーン,sectorzone,1984-07,Japan,Alice,Nichibutsu,#input:joystick>8:buttons>1 #players:2:alt #genre:shmup>h #arcadeboard:nichibutsu #search:tate>cw #set:1 #lang:en #mamerom:seicross>sectrzon,c05fc877da14299794a43a15f8fee99a,1c1bc8439d810be8cce730464397c1d50dc8dc0e,fb7e9476c8d47b3dc722927eca2cfff61eeca1783e8bb7389212d187ef8a8ef8,bd09b1c9bf35e71c2d20877006b2988fd56628b8a2610a801cbfbe0fadf4a2d92013c20b052908d3761e8990715689019f55bdbb9d7fe2899c63eb5c6e16f3c5
Sector Zone,=,Sector Zone,Sector Zone セクターゾーン,sectorzone,1984,Japan,Alice,Nichibutsu,#input:joystick>8:buttons>1 #players:2:alt #genre:shmup>h #arcadeboard:nichibutsu #search:tate>cw #set:2 #lang:en #mamerom:seicross>sectrzona,c05fc877da14299794a43a15f8fee99a,1c1bc8439d810be8cce730464397c1d50dc8dc0e,fb7e9476c8d47b3dc722927eca2cfff61eeca1783e8bb7389212d187ef8a8ef8,bd09b1c9bf35e71c2d20877006b2988fd56628b8a2610a801cbfbe0fadf4a2d92013c20b052908d3761e8990715689019f55bdbb9d7fe2899c63eb5c6e16f3c5
Sector Zone,=,Sector Zone,=,sectorzone,1984,Spain,Alice,Tecfri,#input:joystick>8:buttons>1 #players:2:alt #genre:shmup>h #arcadeboard:nichibutsu #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:seicross>sectrzont,c05fc877da14299794a43a15f8fee99a,1c1bc8439d810be8cce730464397c1d50dc8dc0e,fb7e9476c8d47b3dc722927eca2cfff61eeca1783e8bb7389212d187ef8a8ef8,bd09b1c9bf35e71c2d20877006b2988fd56628b8a2610a801cbfbe0fadf4a2d92013c20b052908d3761e8990715689019f55bdbb9d7fe2899c63eb5c6e16f3c5
Seicross,=,Seicross,=,sectorzone,1984,USA,Alice,Nichibutsu,#input:joystick>8:buttons>1 #players:2:alt #genre:shmup>h #arcadeboard:nichibutsu #search:tate>cw #set:1 #lang:en #mameparent #mamerom:seicross,c05fc877da14299794a43a15f8fee99a,1c1bc8439d810be8cce730464397c1d50dc8dc0e,fb7e9476c8d47b3dc722927eca2cfff61eeca1783e8bb7389212d187ef8a8ef8,bd09b1c9bf35e71c2d20877006b2988fd56628b8a2610a801cbfbe0fadf4a2d92013c20b052908d3761e8990715689019f55bdbb9d7fe2899c63eb5c6e16f3c5
Seicross,=,Seicross,=,sectorzone,1984,USA,Alice,Nichibutsu,#input:joystick>8:buttons>1 #players:2:alt #genre:shmup>h #arcadeboard:nichibutsu #search:tate>cw #set:2 #lang:en #mamerom:seicross>seicrossa,c05fc877da14299794a43a15f8fee99a,1c1bc8439d810be8cce730464397c1d50dc8dc0e,fb7e9476c8d47b3dc722927eca2cfff61eeca1783e8bb7389212d187ef8a8ef8,bd09b1c9bf35e71c2d20877006b2988fd56628b8a2610a801cbfbe0fadf4a2d92013c20b052908d3761e8990715689019f55bdbb9d7fe2899c63eb5c6e16f3c5
Sei Senshi Amatelass,聖戦士 Amatelass,Sei Senshi Amatelass,聖戦士 Amatelass アマテラス,seisenshiamatelass,Japan,1986-06,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #lang:en #mamerom:amazon>amatelas,c00a17dad75788d7f6a89afd2b02e241,9dcde2680f58ed548c8b3e08ed14e0a268cfb738,6e4106fc88882af6397cedb60ff3d50354074d50a87d3bfb037b287b55c51de5,91d83ef1a2ad8266c158817ea3ee299e41c058e8e86cbebe25fae26a3190ed16f702b9a8973f779ce6fa33daab40948e6fa0468f4857ba680af6b825255c2181
Soldier Girl Amazon,=,Soldier Girl Amazon,=,seisenshiamatelass,USA,1986,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #lang:en #mameparent #mamerom:amazon,c00a17dad75788d7f6a89afd2b02e241,9dcde2680f58ed548c8b3e08ed14e0a268cfb738,6e4106fc88882af6397cedb60ff3d50354074d50a87d3bfb037b287b55c51de5,91d83ef1a2ad8266c158817ea3ee299e41c058e8e86cbebe25fae26a3190ed16f702b9a8973f779ce6fa33daab40948e6fa0468f4857ba680af6b825255c2181
Soldier Girl Amazon,=,Soldier Girl Amazon,=,seisenshiamatelass,Spain,1986,Nihon Bussan,Tecfri,#input:joystick>8:buttons>2 #players:2:alt #genre:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #lang:en #mamerom:amazon>amazont,c00a17dad75788d7f6a89afd2b02e241,9dcde2680f58ed548c8b3e08ed14e0a268cfb738,6e4106fc88882af6397cedb60ff3d50354074d50a87d3bfb037b287b55c51de5,91d83ef1a2ad8266c158817ea3ee299e41c058e8e86cbebe25fae26a3190ed16f702b9a8973f779ce6fa33daab40948e6fa0468f4857ba680af6b825255c2181
Seiha,制覇,Seiha,制覇,seiha,Japan,1987-07-23,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:seiha>seiham,3930e5d6ba69496a527b9bed8c0669f9,3c6d460131b9c726d315cc3ff53644457e17811c,4d270bd409ad37befe8268ce7bc2052bf08446ee2b35ae3c8a5129267f0c7744,8b211baa76d6c11521be6f8a502e2304e805398fb99696eaff6b66a02c86b65de043c0f7ec2a688f8939cb5513ee996cd07f95abcf4fa53a4aec702dad6320f6
Seiha,制覇,Seiha,制覇,seiha,Japan,1987-10-27,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:seiha,3930e5d6ba69496a527b9bed8c0669f9,3c6d460131b9c726d315cc3ff53644457e17811c,4d270bd409ad37befe8268ce7bc2052bf08446ee2b35ae3c8a5129267f0c7744,8b211baa76d6c11521be6f8a502e2304e805398fb99696eaff6b66a02c86b65de043c0f7ec2a688f8939cb5513ee996cd07f95abcf4fa53a4aec702dad6320f6
Sexy Gal,=,Sexy Gal,Sexy Gal セクシーギャル,sexygal,Japan,1985-05-01,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:sexygal,67121e438e19a6500624ac7aec7cba7b,6aa950fa1deeca0593a1ce2f67a1daae235bf5ad,aaaec0b88cfe1023cda019cdba29e4e17a999549868d187801d736ebedfbce87,5ee827dc1942d5bb2deb6158f75d02f110ca1a16f623fe2d3a1db6d11a734323a5ab3db71bf49801e854d383118c1f3084aaf5d8f061c6ade5cf3991d3b8e7b0
Sexy Gal Tropical,=,Sexy Gal Tropical,Sexy Gal Tropical セクシーギャルトロピカル,sexygal,Japan,1985-07-15,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #set:1 #lang:ja #mamerom:sgaltrop>sgaltropa,fb964f79868b1d693cfc578ffa47a6e2,b0d161e30c8dc5b127abc6b2dcdf69395dbcdf4a,6e771e0c0bd1a8eab325d9f6ec593e6820563c183884539b3f0722484f2842bc,ae5e15716c8e57569ff5c797411cb7c017e68cfa602e3457b4dfc2390853d61363fc2ddaf7c856afc133d7f777d9b7742ca9cbeb205d93f7112725b1817e7ec6
Sexy Gal Tropical,=,Sexy Gal Tropical,Sexy Gal Tropical セクシーギャルトロピカル,sexygal,Japan,1985-08-05,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #set:2 #lang:ja #mameparent #mamerom:sgaltrop,fb964f79868b1d693cfc578ffa47a6e2,b0d161e30c8dc5b127abc6b2dcdf69395dbcdf4a,6e771e0c0bd1a8eab325d9f6ec593e6820563c183884539b3f0722484f2842bc,ae5e15716c8e57569ff5c797411cb7c017e68cfa602e3457b4dfc2390853d61363fc2ddaf7c856afc133d7f777d9b7742ca9cbeb205d93f7112725b1817e7ec6
Sweet Gal,=,Sweet Gal,Sweet Gal スイートギャル,sexygal,Japan,1985-05-10,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:sexygal>sweetgal,67121e438e19a6500624ac7aec7cba7b,6aa950fa1deeca0593a1ce2f67a1daae235bf5ad,aaaec0b88cfe1023cda019cdba29e4e17a999549868d187801d736ebedfbce87,5ee827dc1942d5bb2deb6158f75d02f110ca1a16f623fe2d3a1db6d11a734323a5ab3db71bf49801e854d383118c1f3084aaf5d8f061c6ade5cf3991d3b8e7b0
Swing Gal,=,Swing Gal,=,swinggal,Japan,1987-12-21,Digital Denshi,Digital Denshi,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:swinggal,672b02597faae54c2d6808c65577e20f,6967eca95733951be53e222c38ff0bf8e2e00356,5571445348d2fc67caec9cb6e8ba16b8acabb47adcaf7d82c2585780155d8e68,4c411293a5a485809ffd003627ab49e3a5b66c97ae16d600771889822a585b56763c39c16d37206ff6551e248480dd9271562f0a511a11f76147b053e4a6af8c
Taiwan Mahjong,台湾麻雀,Taiwan Mahjong,台湾麻雀,taiwanmahjong,Japan,1988-12-08,Miki,Miki,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:taiwanmb,6f3474496a71c85add3c93ffb5849f2d,0b58ff536ce5d362621dee906dd96d815c40d114,eb512d9c9f1a99e6d60c002abbbe1dc5da9967d0a985134a8f01aa72de6de16c,ed1a0e11b395ca96ee747807ec2ec3e19711c89790d187457b83461453c178570f129d692c3b73b5eb2f7f1573fdbeaae2094592ec0228fcfa4329990c93b7f6
Tatakae! Big Fighter,Big Fighter 戦え!ビッグファイター,Tatakae! Big Fighter,Big Fighter 戦え!ビッグファイター,tatakaebigfighter,Japan,1989-07,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:1 #genre:shmup>h #arcadeboard:nichibutsu #lang:en #mamerom:skyrobo>bigfghtr,7678391030101cfa49aa7f7f2da48a27,c6fb9eeef3bd8444cbca3166c50a0b35b585391a,dcd2f9b48ecc848818a179b397bb7a9b93fa9aa75a46078cc8bb87c82fe5b506,5c5e4c71cd72e3a33e0d135813066498ceaa9517b6239311474c60de671ed6f53bd2c9759655b5813ad2ec7d5c57fee381af059f5ad60958515c228dc780c61f
Sky Robo,=,Sky Robo,=,tatakaebigfighter,USA,1989,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:1 #genre:shmup>h #arcadeboard:nichibutsu #lang:en #mameparent #mamerom:skyrobo,7678391030101cfa49aa7f7f2da48a27,c6fb9eeef3bd8444cbca3166c50a0b35b585391a,dcd2f9b48ecc848818a179b397bb7a9b93fa9aa75a46078cc8bb87c82fe5b506,5c5e4c71cd72e3a33e0d135813066498ceaa9517b6239311474c60de671ed6f53bd2c9759655b5813ad2ec7d5c57fee381af059f5ad60958515c228dc780c61f
Sky Robo,=,Sky Robo,=,tatakaebigfighter,USA,1989,Nihon Bussan,,#input:joystick>8:buttons>2 #players:1 #genre:shmup>h #arcadeboard:nichibutsu #lang:en #unlicensed:bootleg #mamerom:skyrobo>skyrobobl,7678391030101cfa49aa7f7f2da48a27,c6fb9eeef3bd8444cbca3166c50a0b35b585391a,dcd2f9b48ecc848818a179b397bb7a9b93fa9aa75a46078cc8bb87c82fe5b506,5c5e4c71cd72e3a33e0d135813066498ceaa9517b6239311474c60de671ed6f53bd2c9759655b5813ad2ec7d5c57fee381af059f5ad60958515c228dc780c61f
Taikyoku Mahjong Sen,対局麻雀戦,Taikyoku Mahjong Sen,対局麻雀戦,taikyokumahjongsen,Japan,1983,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja,,,,
Telephone Mahjong,テレフォン麻雀,Telephone Mahjong,テレフォン麻雀,telephonemahjong,Japan,1989-01-11,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:tate>ccw:keyword>strip #lang:ja #mameparent #mamerom:telmahjn,1ed8f06ab00951c4b86ae971f7b89889,aa5571d5695aefbbb124cc6c96da0b0e50be8a59,7a5ea7cad20fb82f1f796812aabc207927e56c38bf1f22c365a943d4f7f35647,c8158e3dd540a8fa911d8c3e7e3c29c236b7ab7403f85abb328bb1d38abb9cd97adaabe1bbc8446b42a88a2c7379b3c4623d1a71577332d86d5688c657f8dc5c
Terra Cresta (YM2203),=,Terra Cresta (YM2203),Terra Cresta テラクレスタ (YM2203),terracresta,Japan,1985-11,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:nichibutsu #search:tate>ccw #lang:en #mamerom:terracre>terracren,c642141e92b211257c71dedacabdd4cb,e5e033f408edff22dc300e32836fd2b648b19a4d,a177a39a00df19ef2ab51a480744d1fda67fb0b77dc02308090a370b739a8f32,68761952399da56700493dbd0034f4491d353ea307d2a1fa0749bc93afef5f199bb24e2b602c60e1df15f5ff7f7da88933c0654673f90813551d2aee72981ed5
Terra Cresta (YM3526),=,Terra Cresta (YM3526),=,terracresta,World,1985,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:nichibutsu #search:tate>ccw #set:1 #lang:en #mameparent #mamerom:terracre,c642141e92b211257c71dedacabdd4cb,e5e033f408edff22dc300e32836fd2b648b19a4d,a177a39a00df19ef2ab51a480744d1fda67fb0b77dc02308090a370b739a8f32,68761952399da56700493dbd0034f4491d353ea307d2a1fa0749bc93afef5f199bb24e2b602c60e1df15f5ff7f7da88933c0654673f90813551d2aee72981ed5
Terra Cresta (YM3526),=,Terra Cresta (YM3526),=,terracresta,World,1985,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:nichibutsu #search:tate>ccw #set:2 #lang:en #mamerom:terracre>terracrea,c642141e92b211257c71dedacabdd4cb,e5e033f408edff22dc300e32836fd2b648b19a4d,a177a39a00df19ef2ab51a480744d1fda67fb0b77dc02308090a370b739a8f32,68761952399da56700493dbd0034f4491d353ea307d2a1fa0749bc93afef5f199bb24e2b602c60e1df15f5ff7f7da88933c0654673f90813551d2aee72981ed5
Terra Cresta II: Mandler no Gyakushū,Terra Cresta II マンドラーの逆襲,Terra Cresta II: Mandler's Counterattack,=,terracresta2mng,Spain,1992,Make Software,TourVisión,#input:joystick>8:buttons>2 #players:1 #genre:shmup>v #arcadeboard:tourvision #port:nec>pcengine #lang:en #unlicensed:bootleg #mameparent #mamerom:tvtcrst2,035c6a87a0293f4c6f1e9c11a7ecd020,2a31d19c56b97978ad66356e5fc360aa4a9068d1,8c2a6d4af70bd63b27f9e53acc12e92abae810d5d16cb96df179d6c1108d6c14,06c001a2bf7f513270362c0900043bf214e4fdc7d66a7383de3f0641a27bac6b0cee6d27cbdfeadd3c4079cd7b9a6775a51c8476b7e182bd51b22b061a0a82e7
Terra Force,=,Terra Force,Terra Force テラフォース,terraforce,Japan,1987-12,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v>h #arcadeboard:nichibutsu #lang:en #mamerom:terraf>terrafj,fbdd2d1c9c6515800f3bae9654074368,752604fd052a4680d8b5af217a1a36228169fb29,d129c164a0c37c7d269198b405207685ab171ec4d7a96c0de47ea19e9423015a,659532d77e56fddea2ace74ed7bcc2e05b12cf8d0bef4d3af4ebefeebf2f2d6a4d0de77e85632f62c7aca251bc3d1cd75b8d5752ad78c4b55bc0c3891de39dfb
Terra Force,=,Terra Force,=,terraforce,USA,1987-12,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v>h #arcadeboard:nichibutsu #set:1 #lang:en #mamerom:terraf>terrafu,fbdd2d1c9c6515800f3bae9654074368,752604fd052a4680d8b5af217a1a36228169fb29,d129c164a0c37c7d269198b405207685ab171ec4d7a96c0de47ea19e9423015a,659532d77e56fddea2ace74ed7bcc2e05b12cf8d0bef4d3af4ebefeebf2f2d6a4d0de77e85632f62c7aca251bc3d1cd75b8d5752ad78c4b55bc0c3891de39dfb
Terra Force,=,Terra Force,=,terraforce,USA,1987-12,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v>h #arcadeboard:nichibutsu #set:2 #lang:en #mamerom:terraf>terrafua,fbdd2d1c9c6515800f3bae9654074368,752604fd052a4680d8b5af217a1a36228169fb29,d129c164a0c37c7d269198b405207685ab171ec4d7a96c0de47ea19e9423015a,659532d77e56fddea2ace74ed7bcc2e05b12cf8d0bef4d3af4ebefeebf2f2d6a4d0de77e85632f62c7aca251bc3d1cd75b8d5752ad78c4b55bc0c3891de39dfb
Terra Force,=,Terra Force,=,terraforce,World,1987-12,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v>h #arcadeboard:nichibutsu #lang:en #mameparent #mamerom:terraf,fbdd2d1c9c6515800f3bae9654074368,752604fd052a4680d8b5af217a1a36228169fb29,d129c164a0c37c7d269198b405207685ab171ec4d7a96c0de47ea19e9423015a,659532d77e56fddea2ace74ed7bcc2e05b12cf8d0bef4d3af4ebefeebf2f2d6a4d0de77e85632f62c7aca251bc3d1cd75b8d5752ad78c4b55bc0c3891de39dfb
