Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Arcus Odyssey,Arcus Odyssey,arcusodyssey,USA,1991-10,Wolf Team,Renovation,#players:2:coop #genre:rpg>a #save:password #port:x68000 #lang:en,0cb745c9304423250a418552bc871e64,26feaafad8c464ce3fa96912c2a85c7596e5fa4e,3a2086b730f9ab9d673a555e72085c5c32956fca27dea46a8f9640e3a885ae30,ac47fa2c857af62e53a30d6c0b642eee3cff4c9be0836872b541891b5352b0c247fe666f6c9234eae94daf7995eadeadf6f292bf053649568a3690693164147a
Ariel: The Little Mermaid@Disney's Ariel: The Little Mermaid,Ariel: The Little Mermaid@Disney's Ariel: The Little Mermaid,arielthelittlemermaid,Europe,1992-12-14,BlueSky/Disney,SEGA,#players:1 #genre:action #based:movie $disney #lang:en,4916ade6b213b1f56864239db56fef0d,201105569535b7c8f11bd97b93cbee884c7845c4,f566f6a9200765d4ba2cf6e2560c74e1a6d3bdc7f4f9f811c51d00f5a2d2c411,57f04601fdb89c26f1f5a97e242109e9e79120a1cb7844b283db1b7268d07497ddbb86a6fe209f2c0a5e503146cceac07b4fa4c6aece76de1d8b0466a8792c6a
Ariel: The Little Mermaid@Disney's Ariel: The Little Mermaid,Ariel: The Little Mermaid@Disney's Ariel: The Little Mermaid,arielthelittlemermaid,USA,1992-12,BlueSky/Disney,SEGA,#players:1 #genre:action #based:movie $disney #lang:en,4916ade6b213b1f56864239db56fef0d,201105569535b7c8f11bd97b93cbee884c7845c4,f566f6a9200765d4ba2cf6e2560c74e1a6d3bdc7f4f9f811c51d00f5a2d2c411,57f04601fdb89c26f1f5a97e242109e9e79120a1cb7844b283db1b7268d07497ddbb86a6fe209f2c0a5e503146cceac07b4fa4c6aece76de1d8b0466a8792c6a
Ariel: The Little Mermaid@Disney's Ariel: The Little Mermaid,Ariel: The Little Mermaid@Disney's Ariel: The Little Mermaid,arielthelittlemermaid,USA/Europe,,BlueSky/Disney,SEGA,#players:1 #genre:action #addon:segachannel #based:movie $disney #lang:en,fc2500f8a436e84a063e2b32707db1e3,4a96ea3aaa27717c8ea9379d4c6a80b620ed4495,1d19ad85b09735dcc6da2f1e3263e563a8b586ec30b922ea2920c1ac3bbd5b7d,56e1c266520f8b5d371fd5cb97597fb80f9c32252e7254c91e32d3e03e8fd4e52d0844975aa223cf614c0071042ec42e1fa13d9778b3f4bf1a656a8d033dbc8d
Arnold Palmer Tournament Golf,Arnold Palmer Tournament Golf,ozakinaomichisupermasters,Europe,1991-01,SEGA,SEGA,#players:2:vs #genre:sports>golf #endorsed:celeb #lang:en,c77d184d22c4e6a5a365e99a0721aebb,76ab194beafcf9e9d5bc40a8e70e2a01d7e42a5b,bd9770385accfe5c3f4e670c2557d123694dde86cdeda17ade360b8ac3dfdc0e,4fb42b8c7ef3a21a855ac60d849ce1957a74538f10469e3d9821e53a830a7cec1d78d5bb383c037fb38d5b57d7ca3e8805fa86f772dfc235de14856879e84066
Arnold Palmer Tournament Golf,Arnold Palmer Tournament Golf,ozakinaomichisupermasters,USA,1989-10,SEGA,SEGA,#players:2:vs #genre:sports>golf #endorsed:celeb #lang:en,c77d184d22c4e6a5a365e99a0721aebb,76ab194beafcf9e9d5bc40a8e70e2a01d7e42a5b,bd9770385accfe5c3f4e670c2557d123694dde86cdeda17ade360b8ac3dfdc0e,4fb42b8c7ef3a21a855ac60d849ce1957a74538f10469e3d9821e53a830a7cec1d78d5bb383c037fb38d5b57d7ca3e8805fa86f772dfc235de14856879e84066
Arnold Palmer Tournament Golf,Arnold Palmer Tournament Golf,ozakinaomichisupermasters,USA,1992,SEGA,SEGA,#players:2:vs #genre:sports>golf #endorsed:celeb #reboxed:segaclassic #lang:en,c77d184d22c4e6a5a365e99a0721aebb,76ab194beafcf9e9d5bc40a8e70e2a01d7e42a5b,bd9770385accfe5c3f4e670c2557d123694dde86cdeda17ade360b8ac3dfdc0e,4fb42b8c7ef3a21a855ac60d849ce1957a74538f10469e3d9821e53a830a7cec1d78d5bb383c037fb38d5b57d7ca3e8805fa86f772dfc235de14856879e84066
Arnold Palmer Tournament Golf,Arnold Palmer Tournament Golf,ozakinaomichisupermasters,USA,1990-03-22,SEGA,SEGA,#players:2:vs #genre:sports>golf #endorsed:celeb #lang:en #rev:a #unfinished:proto,bca822ac1361480ed4474444eafb78d5,9aa39a64741347d11c8556326596e09c1a4193ef,16bc2dc1e6b7b9c0cfe48078a3d21545a3fe7486af22d0496a1302461c5b1b3e,b0123b3bbc0307ea0e14613a42aa9cc728633f0e2e5dca1cf431e244821c0ff0388126f4de74c50db19422b911918ebbdd2153b1b7753f26aaf9a3dbe2b640c2
Arrow Flash,Arrow Flash,arrowflash,Europe,1991-05,I.T.L,SEGA,#players:1 #genre:shmup>h #lang:en,cc6c03def1e6ca137ee4814d4920fa7d,5d2ca55704b7fe8d83fa7564fb1efc62834d3148,e6dd2b845325a8b1b08a76110285c7cd1e080d0188ea5a1479c14a856f7383d0,30db32f5ef420ac78f51171f53c0e9e7560c1e310c6a4bb271e1cb691f22f4bc0c1bfe81b7612d4d1bfa5d0e7560145c800f307487abf5b1e58c44970965e443
Arrow Flash,Arrow Flash@Arrow Flash アローフラッシュ,arrowflash,Japan,1990-10-20,I.T.L,SEGA,#players:1 #genre:shmup>h #lang:en,cc6c03def1e6ca137ee4814d4920fa7d,5d2ca55704b7fe8d83fa7564fb1efc62834d3148,e6dd2b845325a8b1b08a76110285c7cd1e080d0188ea5a1479c14a856f7383d0,30db32f5ef420ac78f51171f53c0e9e7560c1e310c6a4bb271e1cb691f22f4bc0c1bfe81b7612d4d1bfa5d0e7560145c800f307487abf5b1e58c44970965e443
