Title,Title (exact),Title screen,Title screen (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Blades of Steel,=,Blades of Steel: The Supreme Hockey Challenge,=,konamicicehockey,USA,1987-10,Konami,Konami,#input:trackball:buttons>3 #players:2:vs #genre:sports>hockey #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamerom:bladestl>bladestle,97c0512b57e0d08e14b3f0e217734be0,034b422f9ce8c74adb77cddda0c545f452b192b3,89c9b757e1613d16f438c342d2da9f93683cc40bf17faba3b745c51cae7d0d56,5189d0d24fb8b16d7aac990848f6a4a55bfb0f777253575f857565c7a4be871680086504c58fe4ce1a50e39c5fd986474f783fd8dbb65248765414d39c6ca9e6
Blades of Steel,=,Blades of Steel: The Supreme Hockey Challenge,=,konamicicehockey,USA,1987-10,Konami,Konami,#input:trackball:buttons>3 #players:2:vs #genre:sports>hockey #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:bladestl>bladestll,97c0512b57e0d08e14b3f0e217734be0,034b422f9ce8c74adb77cddda0c545f452b192b3,89c9b757e1613d16f438c342d2da9f93683cc40bf17faba3b745c51cae7d0d56,5189d0d24fb8b16d7aac990848f6a4a55bfb0f777253575f857565c7a4be871680086504c58fe4ce1a50e39c5fd986474f783fd8dbb65248765414d39c6ca9e6
Blades of Steel,=,Blades of Steel: The Supreme Hockey Challenge,=,konamicicehockey,USA,1987-10,Konami,Konami,#input:joystick>8:buttons>3 #players:2:vs #genre:sports>hockey #arcadeboard:konami #search:tate>cw #set:3 #lang:en #mameparent #mamerom:bladestl,97c0512b57e0d08e14b3f0e217734be0,034b422f9ce8c74adb77cddda0c545f452b192b3,89c9b757e1613d16f438c342d2da9f93683cc40bf17faba3b745c51cae7d0d56,5189d0d24fb8b16d7aac990848f6a4a55bfb0f777253575f857565c7a4be871680086504c58fe4ce1a50e39c5fd986474f783fd8dbb65248765414d39c6ca9e6
Cavelon,=,Cavelon,=,cavelon,World,1983,Jetsoft,Jetsoft,#input:joystick>4:buttons>2 #players:2:alt #genre:action>maze #arcadeboard:konami #search:tate>cw #lang:en #mameparent #mamerom:cavelon,49e5505831252d10ee487da70d3f5e11,aa0c226d889e5be276e38a53c947108ff1d827cf,9d9b6b52214608ba740db6d392e4a53890ec3c3985c7a64cd2b0b2af39948c5a,f3519124c9332931dcb4c0a4f8bd4e006df59061784dbfba08f23c41d48cb4d62e3180bd5aba37b06b9a3bd2674e76b5e54856ffa2d83f276a6f831abc798c95
Chequered Flag,Chequered Flag チェッカーフラグ,Chequered Flag,=,chequeredflag,Japan,1988-05,Konami,Konami,#input:wheel:pedals>2:positional>2 #players:1 #genre:racing:sports>formula1 #arcadeboard:konami #search:tate>cw #lang:en #mamerom:chqflag>chqflagj,e2c11da487f02c4b7aa8347fe8107bd4,96a7cd1b7ac462ccb1cac5ff30e05060a90946b8,b4f599495afb203a12a1257ec19a4d8d8761f6cde3c7aa8fdb01ee5f8c628aee,672ca3bd752c220567a70f5376a75cb21e48db14e4844aaf91120a9aee3588bb4a16375bbd8a97ed05fb509e8c5139129bdc232c2602e7cfaf85e904c3d9d9dd
Chequered Flag,=,Chequered Flag,=,chequeredflag,World,1988-05,Konami,Konami,#input:wheel:pedals>2:positional>2 #players:1 #genre:racing:sports>formula1 #arcadeboard:konami #search:tate>cw #lang:en #mameparent #mamerom:chqflag,e2c11da487f02c4b7aa8347fe8107bd4,96a7cd1b7ac462ccb1cac5ff30e05060a90946b8,b4f599495afb203a12a1257ec19a4d8d8761f6cde3c7aa8fdb01ee5f8c628aee,672ca3bd752c220567a70f5376a75cb21e48db14e4844aaf91120a9aee3588bb4a16375bbd8a97ed05fb509e8c5139129bdc232c2602e7cfaf85e904c3d9d9dd
Circus Charlie (no level select),=,Circus Charlie (no level select),=,circuscharlie,Japan,1984,Konami,Konami,#input:joystick>2h:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:konami #search:tate>cw #lang:en #mamerom:circusc>circusc4,474c7a6ba128e36136fc21c458ee5c3f,c2a8c3e032faa2bbf5330d4202c9861c95d5a167,6579b30c449980e5e2123ca0d618f06019895edc7123e0ab60cf0c72605f9467,f9d29167b1bde988754dcf3948729f85aeb4688bd98b703f943032c8bcbf04ce0a26577b1852f2c804be3f2429014960e107b4e52e1bf3caa0855215f6aa28ac
Circus Charlie,=,Circus Charlie,=,circuscharlie,Japan,1984-04,Konami,Konami,#input:joystick>2h:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mameparent #mamerom:circusc,474c7a6ba128e36136fc21c458ee5c3f,c2a8c3e032faa2bbf5330d4202c9861c95d5a167,6579b30c449980e5e2123ca0d618f06019895edc7123e0ab60cf0c72605f9467,f9d29167b1bde988754dcf3948729f85aeb4688bd98b703f943032c8bcbf04ce0a26577b1852f2c804be3f2429014960e107b4e52e1bf3caa0855215f6aa28ac
Circus Charlie,=,Circus Charlie,=,circuscharlie,Japan,1984,Konami,Konami,#input:joystick>2h:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:circusc>circusc2,474c7a6ba128e36136fc21c458ee5c3f,c2a8c3e032faa2bbf5330d4202c9861c95d5a167,6579b30c449980e5e2123ca0d618f06019895edc7123e0ab60cf0c72605f9467,f9d29167b1bde988754dcf3948729f85aeb4688bd98b703f943032c8bcbf04ce0a26577b1852f2c804be3f2429014960e107b4e52e1bf3caa0855215f6aa28ac
Circus Charlie,=,Circus Charlie,=,circuscharlie,Japan,1984,Konami,Konami,#input:joystick>2h:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:konami #search:tate>cw #set:3 #lang:en #mamerom:circusc>circusc3,474c7a6ba128e36136fc21c458ee5c3f,c2a8c3e032faa2bbf5330d4202c9861c95d5a167,6579b30c449980e5e2123ca0d618f06019895edc7123e0ab60cf0c72605f9467,f9d29167b1bde988754dcf3948729f85aeb4688bd98b703f943032c8bcbf04ce0a26577b1852f2c804be3f2429014960e107b4e52e1bf3caa0855215f6aa28ac
Circus Charlie,=,Circus Charlie,=,circuscharlie,USA,1984-03,Konami,Centuri,#input:joystick>2h:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:konami #search:tate>cw #lang:en #mamerom:circusc>circusce,474c7a6ba128e36136fc21c458ee5c3f,c2a8c3e032faa2bbf5330d4202c9861c95d5a167,6579b30c449980e5e2123ca0d618f06019895edc7123e0ab60cf0c72605f9467,f9d29167b1bde988754dcf3948729f85aeb4688bd98b703f943032c8bcbf04ce0a26577b1852f2c804be3f2429014960e107b4e52e1bf3caa0855215f6aa28ac
Circus Charlie,=,Circus Charlie,=,circuscharlie,USA,1984,Konami,Centuri,#input:joystick>2h:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:konami #search:tate>cw #lang:en #mamerom:circusc>circuscc,474c7a6ba128e36136fc21c458ee5c3f,c2a8c3e032faa2bbf5330d4202c9861c95d5a167,6579b30c449980e5e2123ca0d618f06019895edc7123e0ab60cf0c72605f9467,f9d29167b1bde988754dcf3948729f85aeb4688bd98b703f943032c8bcbf04ce0a26577b1852f2c804be3f2429014960e107b4e52e1bf3caa0855215f6aa28ac
City Bomber,City Bomber シティボンバー,City Bomber,City Bomber シティボンバー,citybomber,Japan,1987-11,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>v #arcadeboard:konami>gx400 #search:tate>ccw #lang:en #mamerom:citybomb>citybombj,209caaefc115aba05493d1782c401038,70606ebb878b2f235dc927cb095712c6e80edccd,ba8ee408b0df1eef38ace65b3b5d0af977ea87900c874bd4afceb3c1c486ea08,cb18b9c06e14c687229d2eb84d5748c65a8dbd5cf9783ed4e326f3c109c5de1cd573a8ae3a2e4666460c806c26a04c91b79b440f9f98edbc58efed58f548634a
City Bomber,=,City Bomber,=,citybomber,World,1987-11,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>v #arcadeboard:konami>gx400 #search:tate>ccw #lang:en #mameparent #mamerom:citybomb,209caaefc115aba05493d1782c401038,70606ebb878b2f235dc927cb095712c6e80edccd,ba8ee408b0df1eef38ace65b3b5d0af977ea87900c874bd4afceb3c1c486ea08,cb18b9c06e14c687229d2eb84d5748c65a8dbd5cf9783ed4e326f3c109c5de1cd573a8ae3a2e4666460c806c26a04c91b79b440f9f98edbc58efed58f548634a
Combat School,Combat School コンバット・スクール,Combat School,=,combatschool,Japan,1988-04-02,Konami,Konami,#input:trackball:buttons>2 #players:2:vs #genre:sports>decathlon:shooting>gallery:fighting:action>hackandslash #arcadeboard:konami #lang:en #mamerom:combatsc>combatscj,f511e129d1a1830ce0b2b6fe0e8db659,821eff3a713f5a1c27b5b21f9f3ceed0e6d1db0b,88e915b0adfc31deee70c879d262bfed7b494be2b6f6a9b86ba8fbc2f0ee286f,16c55b3945db7c154087c5afdacb7e5490cefb9a4ca0bc055ad82735dbb77fd85a111293482e08836976d81ffc1ed98b59823d858172111748cb37707539bfb7
Combat School,=,Combat School,=,combatschool,World,1988-08,Konami,Konami,#input:trackball:buttons>2 #players:2:vs #genre:sports>decathlon:shooting>gallery:fighting:action>hackandslash #arcadeboard:konami #lang:en #mamerom:combatsc>combatsct,f511e129d1a1830ce0b2b6fe0e8db659,821eff3a713f5a1c27b5b21f9f3ceed0e6d1db0b,88e915b0adfc31deee70c879d262bfed7b494be2b6f6a9b86ba8fbc2f0ee286f,16c55b3945db7c154087c5afdacb7e5490cefb9a4ca0bc055ad82735dbb77fd85a111293482e08836976d81ffc1ed98b59823d858172111748cb37707539bfb7
Combat School,=,Combat School,=,combatschool,World,1988-08,Konami,Konami,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>decathlon:shooting>gallery:fighting:action>hackandslash #arcadeboard:konami #lang:en #mameparent #mamerom:combatsc,f511e129d1a1830ce0b2b6fe0e8db659,821eff3a713f5a1c27b5b21f9f3ceed0e6d1db0b,88e915b0adfc31deee70c879d262bfed7b494be2b6f6a9b86ba8fbc2f0ee286f,16c55b3945db7c154087c5afdacb7e5490cefb9a4ca0bc055ad82735dbb77fd85a111293482e08836976d81ffc1ed98b59823d858172111748cb37707539bfb7
Combat School,=,Combat School,=,combatschool,Japan,1988,Konami,Datsu,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>decathlon:shooting>gallery:fighting:action>hackandslash #arcadeboard:konami #lang:en #unlicensed:bootleg #mamerom:combatsc>combatscb,f511e129d1a1830ce0b2b6fe0e8db659,821eff3a713f5a1c27b5b21f9f3ceed0e6d1db0b,88e915b0adfc31deee70c879d262bfed7b494be2b6f6a9b86ba8fbc2f0ee286f,16c55b3945db7c154087c5afdacb7e5490cefb9a4ca0bc055ad82735dbb77fd85a111293482e08836976d81ffc1ed98b59823d858172111748cb37707539bfb7
Boot Camp,=,Boot Camp,=,combatschool,USA,1988-08,Konami,Konami,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>decathlon:shooting>gallery:fighting:action>hackandslash #arcadeboard:konami #set:1 #lang:en #mamerom:combatsc>bootcamp,f511e129d1a1830ce0b2b6fe0e8db659,821eff3a713f5a1c27b5b21f9f3ceed0e6d1db0b,88e915b0adfc31deee70c879d262bfed7b494be2b6f6a9b86ba8fbc2f0ee286f,16c55b3945db7c154087c5afdacb7e5490cefb9a4ca0bc055ad82735dbb77fd85a111293482e08836976d81ffc1ed98b59823d858172111748cb37707539bfb7
Boot Camp,=,Boot Camp,=,combatschool,USA,1988,Konami,Konami,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>decathlon:shooting>gallery:fighting:action>hackandslash #arcadeboard:konami #set:2 #lang:en #mamerom:combatsc>bootcampa,f511e129d1a1830ce0b2b6fe0e8db659,821eff3a713f5a1c27b5b21f9f3ceed0e6d1db0b,88e915b0adfc31deee70c879d262bfed7b494be2b6f6a9b86ba8fbc2f0ee286f,16c55b3945db7c154087c5afdacb7e5490cefb9a4ca0bc055ad82735dbb77fd85a111293482e08836976d81ffc1ed98b59823d858172111748cb37707539bfb7
Contra,魂斗羅 コントラ,Contra,魂斗羅 コントラ,contra,Japan,1987-02-20,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamerom:contra>contraj,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Contra,魂斗羅 コントラ,Contra,魂斗羅 コントラ,contra,Japan,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:contra>contraj1,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Contra,魂斗羅 コントラ,Contra,魂斗羅 コントラ,contra,Japan,1987,Konami,,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:1 #lang:en #unlicensed:bootleg #mamerom:contra>contrabj,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Contra,魂斗羅 コントラ,Contra,魂斗羅 コントラ,contra,Japan,1987,Konami,,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:2 #lang:en #unlicensed:bootleg #mamerom:contra>contrabj1,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Contra,=,Contra,=,contra,USA/Asia,1987-03,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mameparent #mamerom:contra,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Contra,=,Contra,=,contra,USA/Asia,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:contra>contra1,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Contra,=,Contra,=,contra,USA/Asia,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:3 #lang:en #mamerom:contra>contrae,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Contra,=,Contra,=,contra,USA,1987,Konami,,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:contra>contrab,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Gryzor,=,Gryzor,=,contra,Europe,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamerom:contra>gryzor,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Gryzor,=,Gryzor,=,contra,Europe,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:contra>gryzor1,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Gryzor,=,Gryzor,=,contra,Spain,1987,Konami,Gaelco/Ervisa,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami>bubble #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:contra>gryzorm,891b4db7ec1b45276c2c58b137750d38,8f1b5a6e293d212b5d7729b1e78a8f62b7289085,b3df0cf606894f8bdc7c17ca53b5d081a4848ea505885f9cbe2be848fee5d3e7,4ef0bfff75cd74817038847b39d5e1874ab517b7da6540dcc6dbf067229999bb4e6f913250db8615ee962557f196a7cea4d5504e2daa0e966eed5f3829bac9de
Crazy Cop,Crazy Cop クレイジーコップ,Crazy Cop,=,crazycop,Japan,1988-08,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #lang:en #mamerom:gbusters>crazycop,ce212d94a44f7c8c6b5affa0e8fdf609,2141b0e856a6b5bbc217136af2303cfccd5236be,77f7bd12cd85cc4fc7c6c397009337a8fc89bce3e137004b201ee8dc7ec6fefc,389324b8d9a9d1e61384460880e302c5bcb180ab7590c1fa2e529e2d8a5d5f4e96dfba177fd5adac11a35c6537ec657190dae91a6355e8f7ab8f7fbb195d85da
GangBusters,=,Gang Busters,=,crazycop,World,1988-08,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mameparent #mamerom:gbusters,ce212d94a44f7c8c6b5affa0e8fdf609,2141b0e856a6b5bbc217136af2303cfccd5236be,77f7bd12cd85cc4fc7c6c397009337a8fc89bce3e137004b201ee8dc7ec6fefc,389324b8d9a9d1e61384460880e302c5bcb180ab7590c1fa2e529e2d8a5d5f4e96dfba177fd5adac11a35c6537ec657190dae91a6355e8f7ab8f7fbb195d85da
GangBusters,=,Gang Busters,=,crazycop,World,1988-08,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamerom:gbusters>gbustersa,ce212d94a44f7c8c6b5affa0e8fdf609,2141b0e856a6b5bbc217136af2303cfccd5236be,77f7bd12cd85cc4fc7c6c397009337a8fc89bce3e137004b201ee8dc7ec6fefc,389324b8d9a9d1e61384460880e302c5bcb180ab7590c1fa2e529e2d8a5d5f4e96dfba177fd5adac11a35c6537ec657190dae91a6355e8f7ab8f7fbb195d85da
Crime Fighters,Crime Fighters クライムファイターズ,Crime Fighters,=,crimefighters,Japan,1989-07,Konami,Konami,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:konami #lang:en #mamerom:crimfght>crimfghtj,ef0f4a0aaedd3f995eb6301c6c3c236b,c5041e5bd0c6523193d6b9f1f866ff89fdf82eff,50eb7826ff011f50535b0844cb0eeffdf323ffedca300507979f964be2c448a9,eed3b2e238f30a12fb9f9108c64fb3072b1307fb720b270b61b3837833825cb48eb01c6cf2da6694647b3eab468ddc799ed2b0a84ac86c9422bf348f881666a6
Crime Fighters,=,Crime Fighters,=,crimefighters,USA,1989-07,Konami,Konami,#input:joystick>8:buttons>3 #players:4:coop #genre:brawler #arcadeboard:konami #lang:en #mamerom:crimfght>crimfghtu,ef0f4a0aaedd3f995eb6301c6c3c236b,c5041e5bd0c6523193d6b9f1f866ff89fdf82eff,50eb7826ff011f50535b0844cb0eeffdf323ffedca300507979f964be2c448a9,eed3b2e238f30a12fb9f9108c64fb3072b1307fb720b270b61b3837833825cb48eb01c6cf2da6694647b3eab468ddc799ed2b0a84ac86c9422bf348f881666a6
Crime Fighters,=,Crime Fighters,=,crimefighters,World,1989-07,Konami,Konami,#input:joystick>8:buttons>3 #players:2:coop #genre:brawler #arcadeboard:konami #lang:en #mameparent #mamerom:crimfght,ef0f4a0aaedd3f995eb6301c6c3c236b,c5041e5bd0c6523193d6b9f1f866ff89fdf82eff,50eb7826ff011f50535b0844cb0eeffdf323ffedca300507979f964be2c448a9,eed3b2e238f30a12fb9f9108c64fb3072b1307fb720b270b61b3837833825cb48eb01c6cf2da6694647b3eab468ddc799ed2b0a84ac86c9422bf348f881666a6
Cue Brick,Cue Brick キューブリック,Cue Brick,=,cuebrick,Japan,1989-08,Konami,Konami,#input:joystick>4:buttons>3 #players:2:vs #genre:puzzle:action #arcadeboard:konami>twin16 #lang:ja #mamerom:cuebrick>cuebrickj,d4daaf7c3b4f22528c6348af23403ebc,8488c37c0c5447135c1084901311a264f9c8d4b7,ea667bcaf8c744339deef46105e608f08ad665e2fe5a8522f3b946ddfc7452f5,0b0aefdbd6607ee61559982845686bdfa51e68a7fdf7a45e3e09a8604ba8dc6178422e36192e044ffd1af9317f31c8f92a0ceaec4b8f0cc09293aab8ef1e2c03
Cue Brick,=,Cue Brick,=,cuebrick,World,1989-08,Konami,Konami,#input:joystick>4:buttons>3 #players:2:vs #genre:puzzle:action #arcadeboard:konami>twin16 #lang:en #mameparent #mamerom:cuebrick,d4daaf7c3b4f22528c6348af23403ebc,8488c37c0c5447135c1084901311a264f9c8d4b7,ea667bcaf8c744339deef46105e608f08ad665e2fe5a8522f3b946ddfc7452f5,0b0aefdbd6607ee61559982845686bdfa51e68a7fdf7a45e3e09a8604ba8dc6178422e36192e044ffd1af9317f31c8f92a0ceaec4b8f0cc09293aab8ef1e2c03
Dai Ressha Gōtō,大列車強盗,Dai Ressha Gōtō,大列車強盗,dairesshagoutou,Japan,1986-01,Konami,Kawakusu,#input:joystick>8:buttons>3 #players:2:alt #genre:action>hackandslash>runandgun #arcadeboard:konami #lang:en #mamerom:ironhors>dairesya,a1b65a6ac62c7b47824fc98d21c1ce8f,9d5c96ef1bb463a0377f88b587b684e13d8472a8,143df50aeb3c146e78a5dda379262461e545657835cc180aaeeebc35c1984931,4ea238056d7a3cefd9aa65fd54f2e8fb7b1999ad159f3a5d43039909444ff88a808929a0110ea75fb6698dfb6460c7714740eee750cc05f96fed55ffdbc157c0
Iron Horse,=,Iron Horse,=,dairesshagoutou,USA,1986-01,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:action>hackandslash>runandgun #arcadeboard:konami #set:1 #lang:en #mamerom:ironhors>ironhorsh,a1b65a6ac62c7b47824fc98d21c1ce8f,9d5c96ef1bb463a0377f88b587b684e13d8472a8,143df50aeb3c146e78a5dda379262461e545657835cc180aaeeebc35c1984931,4ea238056d7a3cefd9aa65fd54f2e8fb7b1999ad159f3a5d43039909444ff88a808929a0110ea75fb6698dfb6460c7714740eee750cc05f96fed55ffdbc157c0
Iron Horse,=,Iron Horse,=,dairesshagoutou,USA,1986,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:action>hackandslash>runandgun #arcadeboard:konami #set:2 #lang:en #mameparent #mamerom:ironhors,a1b65a6ac62c7b47824fc98d21c1ce8f,9d5c96ef1bb463a0377f88b587b684e13d8472a8,143df50aeb3c146e78a5dda379262461e545657835cc180aaeeebc35c1984931,4ea238056d7a3cefd9aa65fd54f2e8fb7b1999ad159f3a5d43039909444ff88a808929a0110ea75fb6698dfb6460c7714740eee750cc05f96fed55ffdbc157c0
FarWest,=,FarWest,=,dairesshagoutou,,1986,Konami,,#input:joystick>8:buttons>3 #players:2:alt #genre:action>hackandslash>runandgun #arcadeboard:konami #lang:en #unlicensed:bootleg #mamerom:ironhors>farwest,a1b65a6ac62c7b47824fc98d21c1ce8f,9d5c96ef1bb463a0377f88b587b684e13d8472a8,143df50aeb3c146e78a5dda379262461e545657835cc180aaeeebc35c1984931,4ea238056d7a3cefd9aa65fd54f2e8fb7b1999ad159f3a5d43039909444ff88a808929a0110ea75fb6698dfb6460c7714740eee750cc05f96fed55ffdbc157c0
Double Dribble,Double Dribble ダブルドリブル,Double Dribble: The Ultimate Basketball Game,=,doubledribble,World,1986-11-04,Konami,Konami,#input:joystick>8:buttons>3 #players:2:vs #genre:sports>basketball #arcadeboard:konami #lang:en #mameparent #mamerom:ddribble,305df66854d66ae3563710ec9abf29a9,e620b14855c48896cd255102ec43ee8b4bcdbb7f,15b3120d7dd7b34bb7af952116751043b293225f086bf4eb2b3bc5f287dcffe3,09090cad0b4da286cdd3f176789863609f30e5506c2853eba1183bd79d8a2bbe9094cdd68e346a9f3118881ccb410f6d7ced2f4c4f0501bebd55b6c84ad4f47a
Double Dribble,Double Dribble ダブルドリブル,Double Dribble: The Ultimate Basketball Game,=,doubledribble,World,1986,Konami,Konami,#input:joystick>8:buttons>3 #players:2:vs #genre:sports>basketball #arcadeboard:konami #lang:en #unfinished:proto #mamerom:ddribble>ddribblep,305df66854d66ae3563710ec9abf29a9,e620b14855c48896cd255102ec43ee8b4bcdbb7f,15b3120d7dd7b34bb7af952116751043b293225f086bf4eb2b3bc5f287dcffe3,09090cad0b4da286cdd3f176789863609f30e5506c2853eba1183bd79d8a2bbe9094cdd68e346a9f3118881ccb410f6d7ced2f4c4f0501bebd55b6c84ad4f47a
Fast Lane,=,Fast Lane,=,fastlane,World,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:action>maze #arcadeboard:konami #search:tate>cw #lang:en #mameparent #mamerom:fastlane,98e2f39288deb63115ee1c06d27b58e6,c9e89d693463927643430e27085ac76146ef78e8,74d955f3e766cdd96d7e512d8548d22f437e76881af7c8f93beab383cf02763d,2dd26f15f42123c933fcc9571fb0a2615ce2839fdcdbc507ade53c6bfcc8134529070e7aa17702721fec886c02711c60258ec0a9769206e04318f564d74e131a
