Title,Title (exact),Title screen,Title screen (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Finalizer: Super Transformation,=,Finalizer: Super Transformation,=,finalizersupertransformation,World,1985-12-14,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamemparent #mamerom:finalizr,e9ad93c34e548663a318346158b9b90a,ee85b4cdfbf9e288179ee0cee530c0d1ebbf54a4,c889694158270f84eef9040b992e459995b8d6e3212da8ceb05fa5dba5097482,fd850484714a7eb822cf322d5968ece10d5686f6e7c294da3add514839f4ed61c7d76717447575d0ca6c628f87cfec457fe83e428d16dc2fb2bdec7536d4f09e
Finalizer: Super Transformation,=,Finalizer: Super Transformation,=,finalizersupertransformation,World,1985-12,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:finalizr>finalizra,e9ad93c34e548663a318346158b9b90a,ee85b4cdfbf9e288179ee0cee530c0d1ebbf54a4,c889694158270f84eef9040b992e459995b8d6e3212da8ceb05fa5dba5097482,fd850484714a7eb822cf322d5968ece10d5686f6e7c294da3add514839f4ed61c7d76717447575d0ca6c628f87cfec457fe83e428d16dc2fb2bdec7536d4f09e
Finalizer: Super Transformation,=,Finalizer: Super Transformation,=,finalizersupertransformation,,1985-12,Konami,,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:konami #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:finalizr>finalizrb,e9ad93c34e548663a318346158b9b90a,ee85b4cdfbf9e288179ee0cee530c0d1ebbf54a4,c889694158270f84eef9040b992e459995b8d6e3212da8ceb05fa5dba5097482,fd850484714a7eb822cf322d5968ece10d5686f6e7c294da3add514839f4ed61c7d76717447575d0ca6c628f87cfec457fe83e428d16dc2fb2bdec7536d4f09e
Flak Attack,Flak Attack フラック・アタック,Flak Attack,=,flakattack,Japan,1987-08-06,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamerom:mx5000>flkatck,0de9a712dc49a42938f65abfcf988b53,c8b0445e58e4120a983feddb70bc73b8af442a12,0a44c2ef0a3e686a5c4b43980e0356ef4404ff42735dcf7a2f3153556b97218b,e460c5b8a242418d7e071223862d6d1d4eb7e2fbe05b1c5628a14108686e4a2aaccfe156c2b1bc291667f23a4ab84f744c7b3678094160ef1bf0950ba7214bb7
Flak Attack,Flak Attack フラック・アタック,Flak Attack,=,flakattack,Japan,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:mx5000>flkatcka,0de9a712dc49a42938f65abfcf988b53,c8b0445e58e4120a983feddb70bc73b8af442a12,0a44c2ef0a3e686a5c4b43980e0356ef4404ff42735dcf7a2f3153556b97218b,e460c5b8a242418d7e071223862d6d1d4eb7e2fbe05b1c5628a14108686e4a2aaccfe156c2b1bc291667f23a4ab84f744c7b3678094160ef1bf0950ba7214bb7
MX 5000,=,MX 5000,=,flakattack,World,1987-08,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamerom:mx5000>mx5000r,0de9a712dc49a42938f65abfcf988b53,c8b0445e58e4120a983feddb70bc73b8af442a12,0a44c2ef0a3e686a5c4b43980e0356ef4404ff42735dcf7a2f3153556b97218b,e460c5b8a242418d7e071223862d6d1d4eb7e2fbe05b1c5628a14108686e4a2aaccfe156c2b1bc291667f23a4ab84f744c7b3678094160ef1bf0950ba7214bb7
MX 5000,=,MX 5000,=,flakattack,World,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>v #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mameparent #mamerom:mx5000,0de9a712dc49a42938f65abfcf988b53,c8b0445e58e4120a983feddb70bc73b8af442a12,0a44c2ef0a3e686a5c4b43980e0356ef4404ff42735dcf7a2f3153556b97218b,e460c5b8a242418d7e071223862d6d1d4eb7e2fbe05b1c5628a14108686e4a2aaccfe156c2b1bc291667f23a4ab84f744c7b3678094160ef1bf0950ba7214bb7
Frogger,=,Frogger,=,frogger,Japan,1981-06,Konami,SEGA,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #mameparent #mamerom:frogger,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,USA,1981-09,Konami,SEGA/Gremlin,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #set:1 #lang:en #mamerom:frogger>froggers1,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,USA,1981,Konami,SEGA/Gremlin,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #set:2 #lang:en #mamerom:frogger>froggers2,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,USA,1981,Konami,SEGA/Gremlin,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #set:3 #lang:en #mamerom:frogger>froggers3,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,World,1981,Konami,SEGA/Gremlin,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #mamerom:frogger>froggermc,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,World,1981,Konami,Konami,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:konami #search:tate>cw #lang:en #mamerom:frogger>froggert,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,,1981,Konami,Coin Music,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:konami #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggeram,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,Italy,,Konami,Gamepack,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggerv,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger,=,Frogger,=,frogger,Spain,1981,Konami,Hermatic,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:konami #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggervd,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger (Amigo),=,Frogger (Amigo),=,frogger,,,Konami,,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggeram,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frogger: New Serie 92,=,Frogger: New Serie 92,=,frogger,Italy,1992,Konami,Eurobed,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggereb,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frog,=,Frog,=,frogger,World,1981,Konami,,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggers,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frog,=,Frog,=,frogger,World,1981,Konami,,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>frogg,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frog,=,Frog,=,frogger,Japan,1982,Konami,Falcon,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>frogf,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Frog,=,Frog,=,frogger,Spain,1981,Konami,Hermatic,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggeg,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Quaak,=,Quaak..,=,frogger,,1981,Konami,,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggert,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Quaak,=,Quaak..,=,frogger,,1981,Konami,,#input:joystick>4 #players:2:alt #genre:action #arcadeboard:namco #search:tate>cw #lang:en #unlicensed:bootleg #mamerom:frogger>froggert,ab0bfe816f1b27ffb245a1d25aa77112,a3f9e5b5d980dba161e05eabc5ea825420778b7a,0b5f39454cff8b596b30f7eae2ff307c0fed3e5436341a385c567b6646af171a,7631757a2764b53513c861889cd9cac8d18a846e4e3989a3ca8c5d2a5c92b8bc8ef2feef1aa4a474de28434f7a187bb3b11bbfc531e66471a72f915823f07652
Galactic Warriors,=,Galactic Warriors,=,galacticwarriors,World,1985-11-15,Konami,Konami,#input:joystick>8:buttons>3 #players:2:vs #genre:fighting #arcadeboard:konami>gx400 #lang:en #mameparent #mamerom:gwarrior,50d2f6a2d84a1d834589f861886644e7,3c975fff98ae02bedb0bd9e0901c8dd0c0e58087,7bddfb679f43501299065b73d0c09228a064560c886b9f6226281c21553eec20,795c3c067b18f26398685ef3b71eb1453418e8f02539bd70596f71c9686cd9fd1e6108707de34c407fbfd44ac2dab78411fcf463a45f3dbe5b1e104f7da1ad23
Garuka,餓流禍 ガルカ,Garuka,餓流禍 ガルカ,garuka,Japan,1988-09,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:shooting>tps #arcadeboard:konami #search:tate>cw #lang:en #mamerom:devstors>garuka,54bc8381a3485a36d8c0bc356052a85b,ca5cbb0f288cceffe767bbf3179e7eddb4d64500,e44e5aa9a6e527d39d2e0c0f07060febc493c2ec7616f3e3ae4a1710568613d4,b3522fd2e099c96ea0d457fdba5279249896d353fee524c5dee18060d622c90ad4c86ce0f01a75631d209c5cdd953399945c0480130acf66442a7d1cff1e83f8
Devastators,=,Devastators,=,garuka,World,1988-10,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:shooting>tps #arcadeboard:konami #search:tate>cw #set:1 #lang:en #mamerom:devstors>devstorsv,54bc8381a3485a36d8c0bc356052a85b,ca5cbb0f288cceffe767bbf3179e7eddb4d64500,e44e5aa9a6e527d39d2e0c0f07060febc493c2ec7616f3e3ae4a1710568613d4,b3522fd2e099c96ea0d457fdba5279249896d353fee524c5dee18060d622c90ad4c86ce0f01a75631d209c5cdd953399945c0480130acf66442a7d1cff1e83f8
Devastators,=,Devastators,=,garuka,World,1988-10,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:shooting>tps #arcadeboard:konami #search:tate>cw #set:2 #lang:en #mamerom:devstors>devstorsx,54bc8381a3485a36d8c0bc356052a85b,ca5cbb0f288cceffe767bbf3179e7eddb4d64500,e44e5aa9a6e527d39d2e0c0f07060febc493c2ec7616f3e3ae4a1710568613d4,b3522fd2e099c96ea0d457fdba5279249896d353fee524c5dee18060d622c90ad4c86ce0f01a75631d209c5cdd953399945c0480130acf66442a7d1cff1e83f8
Devastators,=,Devastators,=,garuka,World,1988-10,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:shooting>tps #arcadeboard:konami #search:tate>cw #set:3 #lang:en #mameparent #mamerom:devstors,54bc8381a3485a36d8c0bc356052a85b,ca5cbb0f288cceffe767bbf3179e7eddb4d64500,e44e5aa9a6e527d39d2e0c0f07060febc493c2ec7616f3e3ae4a1710568613d4,b3522fd2e099c96ea0d457fdba5279249896d353fee524c5dee18060d622c90ad4c86ce0f01a75631d209c5cdd953399945c0480130acf66442a7d1cff1e83f8
Devastators,=,Devastators,=,garuka,World,1988,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:shooting>tps #arcadeboard:konami #search:tate>cw #lang:en #rev:1 #mamerom:devstors>devstors2,54bc8381a3485a36d8c0bc356052a85b,ca5cbb0f288cceffe767bbf3179e7eddb4d64500,e44e5aa9a6e527d39d2e0c0f07060febc493c2ec7616f3e3ae4a1710568613d4,b3522fd2e099c96ea0d457fdba5279249896d353fee524c5dee18060d622c90ad4c86ce0f01a75631d209c5cdd953399945c0480130acf66442a7d1cff1e83f8
Gradius,=,Gradius,=,gradius,Japan,1985-05-29,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>bubble #lang:en #mamerom:nemesis>gradius,b77832fa2937038f71c833960d49d785,34cc214c011b9e102c835aa2533cf62162da55f8,f9cdd17263f88013ec25efd2a66927bc09dd7067eefb5868cb100fb235b7c310,29407e3b0233c88b0560ed07268834587101cbecbefed013e24d3e2cd148ae6a822c7ac0c2d609c348e9897eff341ef55ad4cc9e2cd1068acae346875d4a34d8
Nemesis,=,Nemesis,=,gradius,USA,1985-11,Konami,Omni,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>gx400 #lang:en #mameparent #mamerom:nemesis,b77832fa2937038f71c833960d49d785,34cc214c011b9e102c835aa2533cf62162da55f8,f9cdd17263f88013ec25efd2a66927bc09dd7067eefb5868cb100fb235b7c310,29407e3b0233c88b0560ed07268834587101cbecbefed013e24d3e2cd148ae6a822c7ac0c2d609c348e9897eff341ef55ad4cc9e2cd1068acae346875d4a34d8
Nemesis,=,Nemesis,=,gradius,Europe,1985-09,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>gx400 #lang:en #mamerom:nemesis>gradiusuk,b77832fa2937038f71c833960d49d785,34cc214c011b9e102c835aa2533cf62162da55f8,f9cdd17263f88013ec25efd2a66927bc09dd7067eefb5868cb100fb235b7c310,29407e3b0233c88b0560ed07268834587101cbecbefed013e24d3e2cd148ae6a822c7ac0c2d609c348e9897eff341ef55ad4cc9e2cd1068acae346875d4a34d8
Gradius II: Gofer no Yabō,Gradius II: Goferの野望,Gradius II: Gofer no Yabō,Gradius II: Goferの野望,gradius2gofernoyabou,Japan,1988-03,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>twin16 #lang:en #mamerom:vulcan>gradius2b,bb7a4e6a05e16fa8f9ff16e987518dad,17524462f518a7ad006bce4256de17bf8d098ff0,1c96152aea7a332346a4fc697397745ac2463f6ccf0605eb63a6f13d6a896886,c55ca4392eb0745858738f0699fa3e81606b764dac3f5142bb4a84800c43d8eefb43bf64bbfe5ae31bc20c3a3c7e16a0187dff2ed98a5fa31b0237311ba29cec
Gradius II: Gofer no Yabō,Gradius II: Goferの野望,Gradius II: Gofer no Yabō,Gradius II: Goferの野望,gradius2gofernoyabou,Japan,1988,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>twin16 #lang:en #mamerom:vulcan>gradius2a,bb7a4e6a05e16fa8f9ff16e987518dad,17524462f518a7ad006bce4256de17bf8d098ff0,1c96152aea7a332346a4fc697397745ac2463f6ccf0605eb63a6f13d6a896886,c55ca4392eb0745858738f0699fa3e81606b764dac3f5142bb4a84800c43d8eefb43bf64bbfe5ae31bc20c3a3c7e16a0187dff2ed98a5fa31b0237311ba29cec
Gradius II: Gofer no Yabō,Gradius II: Goferの野望,Gradius II: Gofer no Yabō,Gradius II: Goferの野望,gradius2gofernoyabou,Japan,1988,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>twin16 #lang:en #mamerom:vulcan>gradius2,bb7a4e6a05e16fa8f9ff16e987518dad,17524462f518a7ad006bce4256de17bf8d098ff0,1c96152aea7a332346a4fc697397745ac2463f6ccf0605eb63a6f13d6a896886,c55ca4392eb0745858738f0699fa3e81606b764dac3f5142bb4a84800c43d8eefb43bf64bbfe5ae31bc20c3a3c7e16a0187dff2ed98a5fa31b0237311ba29cec
Vulcan Venture,=,Vulcan Venture,=,gradius2gofernoyabou,World,1988-03,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>twin16 #lang:en #mamerom:vulcan>vulcanb,bb7a4e6a05e16fa8f9ff16e987518dad,17524462f518a7ad006bce4256de17bf8d098ff0,1c96152aea7a332346a4fc697397745ac2463f6ccf0605eb63a6f13d6a896886,c55ca4392eb0745858738f0699fa3e81606b764dac3f5142bb4a84800c43d8eefb43bf64bbfe5ae31bc20c3a3c7e16a0187dff2ed98a5fa31b0237311ba29cec
Vulcan Venture,=,Vulcan Venture,=,gradius2gofernoyabou,World,1988,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #genre:shmup>h #arcadeboard:konami>twin16 #lang:en #mameparent #mamerom:vulcan,bb7a4e6a05e16fa8f9ff16e987518dad,17524462f518a7ad006bce4256de17bf8d098ff0,1c96152aea7a332346a4fc697397745ac2463f6ccf0605eb63a6f13d6a896886,c55ca4392eb0745858738f0699fa3e81606b764dac3f5142bb4a84800c43d8eefb43bf64bbfe5ae31bc20c3a3c7e16a0187dff2ed98a5fa31b0237311ba29cec
Gradius III: Densetsu kara Shinwa e,Gradius III グラディウス 伝説から神話へ,Gradius III: Densetsu kara Shinwa e,Gradius III グラディウスIII 伝説から神話へ,gradius3densetsukarashinwae,Japan,1989-12-11,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #shmup>h #arcadeboard:konami #set:1 #lang:en #mamerom:gradius3>gradius3ja,7d18c96f2a973aab301e634ef1655bc9,a09660b31f62e8e9b72a3de6d2f5cff46073dd3e,fbae8271648130f7f3f1c1923e30f8b1b1c16ee507e88d4683f0d725f7fd3052,00ace3d4ab8ef29366839c11e317b11c73d070d6646e555da3de278f1e9b163006f59a32d7b3d6d980216d9c71e5fbc688d01dcade17e348fbafb6dc7b078345
Gradius III: Densetsu kara Shinwa e (split),Gradius III グラディウス 伝説から神話へ (split),Gradius III: Densetsu kara Shinwa e (split),Gradius III グラディウスIII 伝説から神話へ (split),gradius3densetsukarashinwae,Japan,1989-12-11,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #shmup>h #arcadeboard:konami #set:1 #lang:en #mamerom:gradius3>gradius3jas,7d18c96f2a973aab301e634ef1655bc9,a09660b31f62e8e9b72a3de6d2f5cff46073dd3e,fbae8271648130f7f3f1c1923e30f8b1b1c16ee507e88d4683f0d725f7fd3052,00ace3d4ab8ef29366839c11e317b11c73d070d6646e555da3de278f1e9b163006f59a32d7b3d6d980216d9c71e5fbc688d01dcade17e348fbafb6dc7b078345
Gradius III: Densetsu kara Shinwa e,Gradius III グラディウス 伝説から神話へ,Gradius III: Densetsu kara Shinwa e,Gradius III グラディウスIII 伝説から神話へ,gradius3densetsukarashinwae,Japan,1989-12,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #shmup>h #arcadeboard:konami #set:2 #lang:en #mamerom:gradius3>gradius3j,7d18c96f2a973aab301e634ef1655bc9,a09660b31f62e8e9b72a3de6d2f5cff46073dd3e,fbae8271648130f7f3f1c1923e30f8b1b1c16ee507e88d4683f0d725f7fd3052,00ace3d4ab8ef29366839c11e317b11c73d070d6646e555da3de278f1e9b163006f59a32d7b3d6d980216d9c71e5fbc688d01dcade17e348fbafb6dc7b078345
Gradius III,=,Gradius III: Densetsu kara Shinwa e,Gradius III グラディウスIII 伝説から神話へ,gradius3densetsukarashinwae,Asia,1989-12,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #shmup>h #arcadeboard:konami #lang:en #mamerom:gradius3>gradius3a,7d18c96f2a973aab301e634ef1655bc9,a09660b31f62e8e9b72a3de6d2f5cff46073dd3e,fbae8271648130f7f3f1c1923e30f8b1b1c16ee507e88d4683f0d725f7fd3052,00ace3d4ab8ef29366839c11e317b11c73d070d6646e555da3de278f1e9b163006f59a32d7b3d6d980216d9c71e5fbc688d01dcade17e348fbafb6dc7b078345
Gradius III,=,Gradius III,=,gradius3densetsukarashinwae,World,1989-12,Konami,Konami,#input:joystick>8:buttons>3 #players:2:alt #shmup>h #arcadeboard:konami #lang:en #mameparent #mamerom:gradius3,7d18c96f2a973aab301e634ef1655bc9,a09660b31f62e8e9b72a3de6d2f5cff46073dd3e,fbae8271648130f7f3f1c1923e30f8b1b1c16ee507e88d4683f0d725f7fd3052,00ace3d4ab8ef29366839c11e317b11c73d070d6646e555da3de278f1e9b163006f59a32d7b3d6d980216d9c71e5fbc688d01dcade17e348fbafb6dc7b078345
Green Beret,=,Green Beret,=,greenberetkonami,Japan,1985-10,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:action>hackandslash>runandgun #arcadeboard:konami #lang:en #mameparent #mamerom:gberet,4d69c098c5e19a2b974c8e44b93d0bd3,78229148b8812f7af91bf09cd81a3795d15d3210,23d34dad767d13e85d00f6a6b787a7cc325c728d4c184c193c82b9b7f0da11be,e53cc6c7f7d7e1e2f67710f1ce18b3b7906dbbe0dd89cef166b790b5ab22b5651d09653d39835f3486de7f9bbeec740cdfad883824fbcd4a54f00f816071c2f6
Green Beret,=,Green Beret,=,greenberetkonami,,1985,Konami,,#input:joystick>8:buttons>2 #players:2:alt #genre:action>hackandslash>runandgun #arcadeboard:konami #lang:en #unlicensed:bootleg #mamerom:gberet>gberetb,4d69c098c5e19a2b974c8e44b93d0bd3,78229148b8812f7af91bf09cd81a3795d15d3210,23d34dad767d13e85d00f6a6b787a7cc325c728d4c184c193c82b9b7f0da11be,e53cc6c7f7d7e1e2f67710f1ce18b3b7906dbbe0dd89cef166b790b5ab22b5651d09653d39835f3486de7f9bbeec740cdfad883824fbcd4a54f00f816071c2f6
Rush'n Attack,=,Rush'n Attack,=,greenberetkonami,USA,1985-07,Konami,Konami,#input:joystick>8:buttons>2 #players:2:alt #genre:action>hackandslash>runandgun #arcadeboard:konami #lang:en #mamerom:gberet>rushatck,4d69c098c5e19a2b974c8e44b93d0bd3,78229148b8812f7af91bf09cd81a3795d15d3210,23d34dad767d13e85d00f6a6b787a7cc325c728d4c184c193c82b9b7f0da11be,e53cc6c7f7d7e1e2f67710f1ce18b3b7906dbbe0dd89cef166b790b5ab22b5651d09653d39835f3486de7f9bbeec740cdfad883824fbcd4a54f00f816071c2f6
Guttang Gottong,Guttang Gottong ガッタン・ゴットン,Guttang Gottong,=,guttanggottong,Japan,1982-03,Konami,SEGA,#input:joystick>4:buttons>1 #players:2:alt #genre:action:puzzle #arcadeboard:konami #search:tate>cw #lang:en #mamerom:locomotn>gutangtns,0de341cc497a8ad1c62b57fd5c40e93a,ccd8a0cf0dc6dee75e510415e55253aeb93b27af,33785ba18b3d461dc7688a6842040500fbfe5795d82b42e5b21a4a5cbb33b1a6,a279c4644b20a5ae2bc931b18ad1628089991fda4e004bee4206df5780ef7242097eaa09a77f15e22ba1e276d3d2c6dd6b51f96d13622783535b41b9164cc93b
